x1,x2,x3,y1
   2.75577,   4.64875,   9.54644,   0.14057
   8.87532,   2.89210,   4.13607,   1.50046
   3.40378,   1.66513,   1.23191,   3.73466
   6.30021,   9.34489,   3.14638,   5.94712
   5.69734,   7.66959,   8.28460,   0.63665
   4.52871,   4.46795,   8.75945,   0.26371
   5.05891,   7.04490,   7.83781,   0.58015
   1.57522,   8.01850,   3.29485,   1.16349
   7.75229,   3.74247,   9.87639,   0.29743
   8.04634,   8.51518,   6.34813,   1.70020
   3.25363,   1.73036,   9.53407,   0.06194
   6.01195,   9.78945,   2.65896,   8.32433
   1.94414,   8.82112,   2.09852,   3.89425
   7.34757,   2.52064,   9.00051,   0.22862
   4.59488,   9.85071,   8.97201,   0.56229
   2.43715,   9.46845,   4.16038,   1.33320
   5.54173,   5.97203,   8.78169,   0.42915
   4.86082,   3.06639,   1.46446,   6.94995
   4.02264,   9.48656,   1.93506,  10.19137
   4.65296,   1.78557,   7.91100,   0.13275
   8.15848,   5.63730,   6.29221,   1.16165
   8.39882,   7.81954,   1.68795,  23.05046
   8.94826,   6.72300,   9.04601,   0.73517
   8.47780,   6.95616,   7.31756,   1.10134
   1.61273,   8.01849,   2.61380,   1.89281
   5.90751,   4.30756,   3.26927,   2.38087
   8.99791,   2.82493,   5.62672,   0.80286
   2.32521,   4.74087,   2.17409,   2.33221
   6.37428,   3.76452,   6.75863,   0.52532
   1.99182,   5.52903,   5.82707,   0.32434
   8.49871,   9.01356,   7.36610,   1.41180
   4.10253,   5.29500,   2.35802,   3.90682
   9.20934,   8.87087,   2.79844,  10.43188
   2.14158,   3.25942,   3.94821,   0.44779
   3.01121,   9.83451,   1.67304,  10.57993
   7.30490,   9.96773,   8.40055,   1.03180
   2.70548,   2.66242,   9.87428,   0.07388
   3.20349,   1.18253,   7.14252,   0.07426
   9.65933,   5.32053,   5.26355,   1.85500
   5.90998,   5.86741,   3.15782,   3.47742
   4.86045,   8.56446,   5.70630,   1.27840
   7.44230,   8.36606,   3.58279,   4.85048
   8.76402,   1.28326,   7.10713,   0.22265
   3.48776,   3.39614,   9.90332,   0.12077
   2.86285,   4.25069,   3.15186,   1.22496
   1.98669,   9.70447,   1.29232,  11.54406
   9.13301,   8.37737,   3.90553,   5.01606
   5.81019,   5.85060,   6.34217,   0.84511
   8.42426,   4.20996,   2.72824,   4.76481
   4.63329,   2.24067,   1.03840,   9.62799
   9.06863,   2.71724,   3.10423,   2.55719
   8.75867,   9.82144,   3.74859,   6.12177
   9.78643,   6.50427,   4.51240,   3.12613
   1.07770,   3.44642,   2.59813,   0.55023
   3.07058,   8.46278,   9.73877,   0.27398
   9.39625,   2.50831,   4.31431,   1.26623
   7.52645,   3.71248,   6.71366,   0.61992
   4.14580,   6.58601,   6.55814,   0.63485
   5.57425,   6.55066,   2.59736,   5.41264
   6.28954,   1.40984,   6.37504,   0.21818
   1.80401,   7.56797,   7.55356,   0.23928
   7.11736,   1.86655,   7.39464,   0.24295
   4.85518,   5.83341,   6.35942,   0.70031
   9.16085,   6.59410,   4.67210,   2.76737
   1.05737,   9.43449,   2.43905,   1.67688
   6.59352,   7.20942,   1.71614,  16.14026
   8.90910,   1.96886,   6.95842,   0.36227
   5.30128,   9.51784,   8.25130,   0.74110
   7.42616,   5.25094,   8.22495,   0.57642
   3.83408,   6.59712,   2.98175,   2.84493
   1.45397,   9.95944,   1.47011,   6.70023
   9.07532,   4.04386,   6.69879,   0.81783
   5.99569,   3.25717,   2.20675,   4.01028
   2.07809,   8.69555,   4.02731,   1.11412
   2.39608,   2.00021,   3.22740,   0.46012
   1.17092,   2.11650,   4.75234,   0.10973
   3.83278,   3.41368,   4.68633,   0.59576
   4.33370,   4.74767,   4.10489,   1.22106
   1.43700,   3.14908,   1.85146,   1.32012
   8.16510,   1.01395,   3.88824,   0.54761
   1.45956,   4.52746,   1.53111,   2.81880
   4.16612,   7.90004,   6.48289,   0.78311
   7.05238,   9.30737,   6.38953,   1.60777
   8.47442,   2.22114,   9.77756,   0.19689
   2.62572,   1.10474,   9.45636,   0.03244
   7.52604,   4.74769,   5.29272,   1.27553
   8.72278,   2.01147,   3.44951,   1.47453
   3.79129,   9.26472,   6.38805,   0.86076
   3.87676,   2.54204,   1.08357,   8.39339
   7.22868,   8.71550,   3.88665,   4.17062
   4.98795,   8.46122,   8.85150,   0.53867
   6.26562,   1.18611,   6.46003,   0.17808
   2.11993,   3.83642,   5.22097,   0.29836
   2.20698,   9.13308,   6.07796,   0.54563
   7.43656,   7.09630,   6.55335,   1.22879
   2.50448,   7.83500,   8.93556,   0.24576
   7.03147,   2.50766,   9.03123,   0.21618
   8.18742,   6.38016,   5.10177,   2.00695
   1.14514,   5.66567,   6.21419,   0.16801
   4.98538,   3.65882,   8.60570,   0.24630
   2.65489,   2.00122,   4.57373,   0.25398
   6.06641,   1.93598,   8.86244,   0.14953
   5.69231,   2.88127,   5.87740,   0.47479
   6.29615,   4.65156,   7.50880,   0.51944
   7.60466,   3.67627,   6.03270,   0.76818
   7.85416,   8.30472,   8.33516,   0.93885
   2.96533,   9.93319,   4.71778,   1.32338
   5.44221,   4.17847,   1.81264,   6.92105
   8.07874,   8.01768,   2.98622,   7.26355
   4.70133,   2.27213,   9.97568,   0.10734
   7.24886,   2.83282,   9.72719,   0.21703
   8.83634,   5.97121,   1.11996,  42.06604
   4.68378,   4.68090,   8.14103,   0.33080
   9.28341,   9.92059,   3.74089,   6.58107
   2.14777,   9.90907,   8.82125,   0.27350
   9.21204,   8.39288,   7.65575,   1.31914
   4.22086,   7.00697,   7.14387,   0.57951
   8.59980,   6.36116,   9.02502,   0.67163
   2.14172,   9.48999,   2.99493,   2.26598
   8.52379,   7.58493,   7.29475,   1.21496
   4.78528,   1.31879,   3.02666,   0.68890
   2.24989,   5.57870,   1.61915,   4.78760
   7.54222,   5.26262,   5.68452,   1.22833
   4.34170,   7.70506,   1.62863,  12.61226
   5.54419,   4.90054,   4.56933,   1.30130
   1.88109,   6.51750,   5.12271,   0.46719
   3.33991,   4.67438,   3.81958,   1.07011
   3.64550,   2.48972,   1.79918,   2.80386
   2.92213,   2.41898,   4.14784,   0.41085
   7.04004,   6.15381,   5.36327,   1.50612
   1.16540,   5.60001,   4.86324,   0.27594
   8.35175,   5.53752,   9.66649,   0.49494
   8.80603,   9.77375,   1.61563,  32.97293
   5.93470,   9.63085,   2.52325,   8.97722
   1.90727,   7.84454,   6.26076,   0.38170
   6.54332,   8.74225,   6.20253,   1.48690
   1.40472,   7.67782,   8.11224,   0.16389
   2.41714,   8.45609,   1.79299,   6.35791
   1.21110,   8.29579,   3.92254,   0.65299
   5.96886,   3.07632,   4.38166,   0.95641
   7.78752,   3.92392,   6.31833,   0.76545
   8.55449,   5.19043,   8.77308,   0.57689
   8.44408,   6.15311,   6.27737,   1.31853
   6.66413,   9.52488,   1.34970,  34.84380
   8.68834,   7.04312,   6.45814,   1.46719
   9.22445,   7.32124,   6.06956,   1.83320
   7.44225,   4.03824,   8.96629,   0.37383
   9.54827,   2.48996,   9.63896,   0.25589
   9.13835,   9.26135,   6.71387,   1.87757
   4.83225,   2.24136,   6.83742,   0.23167
   7.16284,   9.04580,   4.60079,   3.06103
   3.89420,   6.50050,   7.83704,   0.41215
   7.17787,   2.13793,   1.21346,  10.42174
   4.68247,   9.02713,   9.66984,   0.45205
   5.21805,   4.78117,   9.63736,   0.26861
   6.78301,   5.63365,   6.97643,   0.78514
   6.21470,   1.52501,   8.79357,   0.12256
   8.69673,   4.46497,   3.78465,   2.71096
   6.24420,   2.45864,   6.11414,   0.41068
   3.69080,   5.11671,   1.79009,   5.89335
   6.43003,   2.04591,   3.57668,   1.02835
   6.86975,   6.80408,   9.41455,   0.52736
   3.92392,   7.78844,   2.30689,   5.74272
   6.19038,   7.06452,   3.86821,   2.92267
   3.24548,   3.28818,   9.12354,   0.12821
   3.43104,   3.37615,   4.82617,   0.49733
   9.11862,   2.91428,   9.34927,   0.30402
   5.71423,   5.58646,   1.48673,  14.44211
   5.19661,   8.98080,   4.54865,   2.25564
   3.45995,   7.20192,   5.12264,   0.94958
   5.00746,   1.05382,   8.07364,   0.08096
   8.70669,   6.52729,   6.08696,   1.53386
   2.81440,   4.51918,   5.80696,   0.37718
   7.06207,   2.63078,   3.63942,   1.40266
   5.75015,   4.70820,   7.67287,   0.45985
   7.87455,   2.42076,   6.51903,   0.44855
   5.19488,   1.70321,   7.96924,   0.13932
   7.00684,   5.86802,   3.06107,   4.38802
   4.36364,   2.29917,   1.91340,   2.74036
   2.96443,   5.96395,   5.66130,   0.55162
   3.20038,   7.08166,   9.38395,   0.25737
   6.90598,   3.89778,   6.90733,   0.56419
   4.71792,   3.75904,   8.70800,   0.23388
   9.58423,   3.89911,   6.30905,   0.93885
