x1,x2,y1
   1.81393,  63.00000,  19.14694
   1.91270,  38.00000,  10.38694
   1.64673, 176.00000,  64.90316
   1.88770, 113.00000,  31.71126
   1.89989,  26.00000,   7.20306
   1.90913,  45.00000,  12.34640
   1.98639,  86.00000,  21.79555
   1.60016, 198.00000,  77.32858
   1.95351,  64.00000,  16.77061
   1.58004, 163.00000,  65.29071
   1.96527, 157.00000,  40.64940
   1.76253,  32.00000,  10.30093
   1.62720, 142.00000,  53.62954
   1.73127,  48.00000,  16.01451
   1.67650,  38.00000,  13.52000
   1.74137, 176.00000,  58.04036
   1.76736, 133.00000,  42.57944
   1.54529, 173.00000,  72.44802
   1.71003, 183.00000,  62.58104
   1.68095,  92.00000,  32.55971
   1.60565,  57.00000,  22.10924
   1.80454, 177.00000,  54.35513
   1.59433, 181.00000,  71.20679
   1.55958, 127.00000,  52.21424
   1.67645,  79.00000,  28.10890
   1.75392,  63.00000,  20.47962
   1.82134,  43.00000,  12.96241
   1.64337, 185.00000,  68.50160
   1.54459,  53.00000,  22.21527
   1.82918, 137.00000,  40.94585
   1.57059, 178.00000,  72.15936
   1.74100, 155.00000,  51.13710
   1.56476,  41.00000,  16.74507
   1.54198,  92.00000,  38.69288
   1.73107,  39.00000,  13.01469
   1.58531,  84.00000,  33.42332
   1.53162, 165.00000,  70.33641
   1.65108, 173.00000,  63.46180
   1.72265, 168.00000,  56.61293
   1.72554,  81.00000,  27.20414
   1.88053,  49.00000,  13.85597
   1.68293,  81.00000,  28.59915
   1.70172,  35.00000,  12.08620
   1.96710, 164.00000,  42.38285
   1.99521,  26.00000,   6.53127
   1.75654,  47.00000,  15.23282
   1.59091, 112.00000,  44.25115
   1.94231,  65.00000,  17.22964
   1.84436, 179.00000,  52.62104
   1.69438,  49.00000,  17.06767
   1.50312, 193.00000,  85.42244
   1.71416, 138.00000,  46.96543
   1.78588,  40.00000,  12.54168
   1.52688, 131.00000,  56.19066
   1.78548,  62.00000,  19.44828
   1.86772,  90.00000,  25.79992
   1.81812, 125.00000,  37.81520
   1.55203,  56.00000,  23.24801
   1.89843,  46.00000,  12.76344
   1.62289,  70.00000,  26.57799
   1.99945,  48.00000,  12.00664
   1.73488,  92.00000,  30.56686
   1.53980,  92.00000,  38.80239
   1.61541, 116.00000,  44.45196
   1.85250, 105.00000,  30.59669
   1.55075, 192.00000,  79.83936
   1.86118,  85.00000,  24.53809
   1.97857, 155.00000,  39.59403
   1.97357,  87.00000,  22.33640
   1.67287,  31.00000,  11.07743
   1.77220, 160.00000,  50.94389
   1.70738, 133.00000,  45.62399
   1.55622,  63.00000,  26.01343
   1.53480, 160.00000,  67.92304
   1.54175, 157.00000,  66.05011
   1.87194, 144.00000,  41.09415
   1.84251, 113.00000,  33.28579
   1.86352,  83.00000,  23.90062
   1.85279, 164.00000,  47.77404
   1.89286, 194.00000,  54.14556
   1.80880, 162.00000,  49.51471
   1.94313,  54.00000,  14.30175
   1.74465, 130.00000,  42.70995
   1.80902,  51.00000,  15.58414
   1.81651,  25.00000,   7.57640
   1.55374, 191.00000,  79.11810
   1.73347, 181.00000,  60.23454
   1.56136, 190.00000,  77.93797
   1.53893, 139.00000,  58.69199
   1.57221, 122.00000,  49.35562
   1.60979, 114.00000,  43.99107
   1.87467, 130.00000,  36.99093
   1.60783,  94.00000,  36.36182
   1.73458,  82.00000,  27.25354
   1.79738, 139.00000,  43.02661
   1.81105, 167.00000,  50.91612
   1.54945,  79.00000,  32.90557
   1.66472, 156.00000,  56.29168
   1.52906, 120.00000,  51.32552
   1.82240,  96.00000,  28.90567
   1.85983, 107.00000,  30.93419
   1.59430,  80.00000,  31.47399
   1.59923,  32.00000,  12.51204
   1.57404, 180.00000,  72.65050
   1.86752, 193.00000,  55.33855
   1.57685,  75.00000,  30.16356
   1.87863,  65.00000,  18.41746
   1.72678, 143.00000,  47.95816
   1.55705,  89.00000,  36.71020
   1.86267, 175.00000,  50.43912
   1.74959, 189.00000,  61.74331
   1.53906,  91.00000,  38.41766
   1.84614, 111.00000,  32.56828
   1.92215, 139.00000,  37.62172
   1.78958, 106.00000,  33.09819
   1.58489, 125.00000,  49.76374
   1.86350, 158.00000,  45.49880
   1.63058, 101.00000,  37.98701
   1.75173, 155.00000,  50.51211
   1.94795,  31.00000,   8.16973
   1.91844, 191.00000,  51.89642
   1.98347, 187.00000,  47.53239
   1.63830, 157.00000,  58.49423
   1.90039,  77.00000,  21.32085
   1.85103, 113.00000,  32.98023
   1.86290, 195.00000,  56.18958
   1.62177,  45.00000,  17.10937
   1.89044, 189.00000,  52.88568
   1.68644,  86.00000,  30.23812
   1.66228,  34.00000,  12.30471
   1.64106, 151.00000,  56.06936
   1.95016, 170.00000,  44.70024
   1.52548,  64.00000,  27.50207
   1.80405, 193.00000,  59.30107
   1.61126,  57.00000,  21.95546
   1.87360, 197.00000,  56.11931
   1.61678, 129.00000,  49.34988
   1.71932,  74.00000,  25.03316
   1.58376, 168.00000,  66.97752
   1.85701, 158.00000,  45.81723
   1.50245, 165.00000,  73.09437
   1.74434, 198.00000,  65.07304
   1.86998,  39.00000,  11.15300
   1.66951, 165.00000,  59.19779
   1.57367, 196.00000,  79.14640
   1.92167, 162.00000,  43.86917
   1.60382,  96.00000,  37.32162
   1.87817,  71.00000,  20.12739
   1.83039, 130.00000,  38.80221
   1.92653,  46.00000,  12.39381
   1.75868, 139.00000,  44.94094
   1.91615, 189.00000,  51.47592
   1.69108,  90.00000,  31.47141
   1.76343,  40.00000,  12.86309
   1.61925, 140.00000,  53.39489
   1.79996,  77.00000,  23.76655
   1.93133,  52.00000,  13.94092
   1.97523, 104.00000,  26.65626
   1.91444, 123.00000,  33.56007
   1.90682,  70.00000,  19.25209
   1.55687,  67.00000,  27.64197
   1.64822,  31.00000,  11.41125
   1.90587, 114.00000,  31.38467
   1.71513,  41.00000,  13.93773
   1.88538,  32.00000,   9.00229
   1.96220,  90.00000,  23.37531
   1.79091,  52.00000,  16.21272
   1.86189, 143.00000,  41.25047
   1.82455, 151.00000,  45.35906
   1.90103,  71.00000,  19.64635
   1.64602,  64.00000,  23.62157
   1.51394,  92.00000,  40.13953
   1.86671, 144.00000,  41.32463
   1.83078,  27.00000,   8.05549
   1.97279, 111.00000,  28.52071
   1.62927, 160.00000,  60.27452
   1.97762,  36.00000,   9.20484
   1.90722, 127.00000,  34.91414
   1.82695,  41.00000,  12.28371
   1.80244, 100.00000,  30.78081
   1.93565, 174.00000,  46.44014
   1.86919, 146.00000,  41.78743
   1.67746,  37.00000,  13.14917
   1.97642, 127.00000,  32.51216
   1.94738, 109.00000,  28.74268
   1.60725,  51.00000,  19.74257
   1.93136, 198.00000,  53.08097
   1.91764,  73.00000,  19.85130
   1.84966, 149.00000,  43.55157
   1.62376, 182.00000,  69.02827
   1.84812,  64.00000,  18.73786
   1.87247,  60.00000,  17.11286
   1.81567, 164.00000,  49.74723
   1.68891, 109.00000,  38.21340
   1.92346, 124.00000,  33.51611
   1.50713, 154.00000,  67.79817
   1.50722,  68.00000,  29.93336
   1.72303,  68.00000,  22.90451
   1.90919,  89.00000,  24.41705
   1.58859, 163.00000,  64.59003
   1.77042,  40.00000,  12.76169
   1.55731,  64.00000,  26.38928
   1.55437, 124.00000,  51.32298
   1.93760, 188.00000,  50.07618
   1.50700,  44.00000,  19.37431
   1.72281, 145.00000,  48.85331
   1.90861,  50.00000,  13.72569
   1.95618, 140.00000,  36.58553
   1.83313,  61.00000,  18.15278
   1.96059, 118.00000,  30.69777
   1.90067,  37.00000,  10.24203
   1.89796,  56.00000,  15.54582
   1.90658, 103.00000,  28.33539
   1.93711, 105.00000,  27.98199
   1.72873, 131.00000,  43.83448
   1.57737,  40.00000,  16.07665
   1.59793, 107.00000,  41.90545
   1.84744,  42.00000,  12.30573
   1.54360,  46.00000,  19.30577
   1.64621,  33.00000,  12.17707
   1.72360, 179.00000,  60.25297
   1.55895,  82.00000,  33.74016
   1.92115,  93.00000,  25.19755
   1.84737, 150.00000,  43.95247
   1.98928,  58.00000,  14.65676
   1.55443,  97.00000,  40.14495
   1.89898, 121.00000,  33.55400
   1.94544,  86.00000,  22.72281
   1.70696, 141.00000,  48.39164
   1.60155,  99.00000,  38.59718
   1.58567, 191.00000,  75.96367
   1.51018,  46.00000,  20.16969
   1.58706, 102.00000,  40.49599
   1.63834, 199.00000,  74.13828
   1.90071, 170.00000,  47.05619
   1.83680,  91.00000,  26.97220
   1.53498,  29.00000,  12.30821
   1.64438,  82.00000,  30.32546
   1.82303, 194.00000,  58.37357
   1.79974,  37.00000,  11.42309
   1.73075,  32.00000,  10.68271
   1.54625, 171.00000,  71.52113
   1.51713, 190.00000,  82.54841
   1.77638, 153.00000,  48.48639
   1.56590,  30.00000,  12.23466
   1.77647,  85.00000,  26.93420
   1.87963,  77.00000,  21.79444
   1.88041, 156.00000,  44.11845
   1.79227,  96.00000,  29.88587
   1.94946,  86.00000,  22.62928
   1.90361, 165.00000,  45.53320
   1.82036,  28.00000,   8.44978
   1.77109, 116.00000,  36.98102
   1.70737, 135.00000,  46.31021
   1.89097,  98.00000,  27.40657
   1.61764,  57.00000,  21.78269
   1.78062,  77.00000,  24.28544
   1.63496, 104.00000,  38.90602
   1.54503,  52.00000,  21.78366
   1.68942, 149.00000,  52.20461
   1.81831,  87.00000,  26.31382
   1.68553, 163.00000,  57.37361
   1.69487, 124.00000,  43.16656
   1.96088, 177.00000,  46.03323
   1.53023, 138.00000,  58.93377
   1.51586, 191.00000,  83.12174
   1.72887, 140.00000,  46.83829
   1.58992,  65.00000,  25.71375
   1.63321, 147.00000,  55.11061
   1.66352,  34.00000,  12.28636
   1.91349, 114.00000,  31.13542
   1.76045, 190.00000,  61.30666
   1.93368,  79.00000,  21.12795
   1.54255,  61.00000,  25.63593
   1.50190,  80.00000,  35.46553
   1.75099,  47.00000,  15.32965
   1.87741, 140.00000,  39.72021
   1.95995,  81.00000,  21.08614
   1.64881, 180.00000,  66.21097
   1.80818, 178.00000,  54.44230
   1.87037,  88.00000,  25.15517
   1.52211, 115.00000,  49.63704
   1.71068, 163.00000,  55.69957
   1.57397,  63.00000,  25.43000
   1.57249, 133.00000,  53.78706
   1.50300,  52.00000,  23.01901
   1.58618,  69.00000,  27.42471
   1.88313, 190.00000,  53.57877
   1.62130, 140.00000,  53.26021
   1.60519,  63.00000,  24.45036
   1.80001,  78.00000,  24.07384
   1.55154,  63.00000,  26.17065
   1.60378,  46.00000,  17.88408
   1.80393, 196.00000,  60.23087
   1.76418, 196.00000,  62.97523
   1.97368, 142.00000,  36.45312
   1.68157, 136.00000,  48.09589
   1.85867,  88.00000,  25.47281
   1.72413, 125.00000,  42.05027
   1.62514, 108.00000,  40.89232
   1.55995, 181.00000,  74.38029
   1.51486,  85.00000,  37.04013
   1.59855, 165.00000,  64.57020
   1.85912,  61.00000,  17.64876
   1.64122, 196.00000,  72.76476
   1.61644,  28.00000,  10.71610
   1.69177, 137.00000,  47.86707
   1.87469, 167.00000,  47.51811
   1.89032, 194.00000,  54.29126
   1.76004,  78.00000,  25.17960
   1.50376, 116.00000,  51.29802
   1.56413, 103.00000,  42.10114
   1.57671, 137.00000,  55.10839
   1.81268,  40.00000,  12.17359
   1.70381, 130.00000,  44.78196
   1.77123, 187.00000,  59.60654
   1.68594, 143.00000,  50.30986
   1.86575,  35.00000,  10.05454
   1.74709, 108.00000,  35.38291
   1.89724,  27.00000,   7.50096
   1.77623,  80.00000,  25.35656
   1.78209,  37.00000,  11.65048
   1.65513, 114.00000,  41.61409
   1.57335,  62.00000,  25.04607
   1.65304,  27.00000,   9.88091
   1.78330, 105.00000,  33.01710
   1.86381, 157.00000,  45.19569
   1.55256,  74.00000,  30.69988
   1.85689,  71.00000,  20.59151
   1.63525, 128.00000,  47.86741
   1.96130, 105.00000,  27.29620
   1.86581, 121.00000,  34.75779
   1.92439,  48.00000,  12.96148
   1.83217, 145.00000,  43.19533
   1.72400, 182.00000,  61.23444
   1.60443, 169.00000,  65.65123
   1.93636, 119.00000,  31.73759
   1.87035, 153.00000,  43.73666
   1.83001, 152.00000,  45.38742
   1.75370, 160.00000,  52.02439
   1.98299, 102.00000,  25.93947
   1.91834, 137.00000,  37.22797
   1.83258, 160.00000,  47.64220
   1.84716,  44.00000,  12.89564
   1.70524,  36.00000,  12.38025
   1.74652,  92.00000,  30.16067
   1.81945, 153.00000,  46.21788
   1.82625,  72.00000,  21.58797
   1.62726, 173.00000,  65.33302
   1.90390, 187.00000,  51.58833
   1.91144,  56.00000,  15.32733
   1.95303, 167.00000,  43.78211
   1.87221, 117.00000,  33.37936
   1.62037, 161.00000,  61.31916
   1.94216,  50.00000,  13.25560
   1.98205, 117.00000,  29.78218
   1.78515,  96.00000,  30.12457
   1.92997,  64.00000,  17.18226
   1.80919, 100.00000,  30.55150
   1.61217, 162.00000,  62.32929
   1.94630,  44.00000,  11.61541
   1.66190, 167.00000,  60.46547
   1.67317,  35.00000,  12.50231
   1.66755,  44.00000,  15.82329
   1.61145,  40.00000,  15.40372
   1.84064, 187.00000,  55.19536
   1.92965, 190.00000,  51.02651
   1.62003, 194.00000,  73.91847
   1.66289, 166.00000,  60.03196
   1.95900, 133.00000,  34.65620
   1.99106,  32.00000,   8.07199
   1.67021, 163.00000,  58.43116
   1.90425,  86.00000,  23.71651
   1.73074,  37.00000,  12.35197
   1.57428,  95.00000,  38.33187
   1.90054, 137.00000,  37.92868
   1.85290, 185.00000,  53.88493
   1.89658, 146.00000,  40.58908
   1.69993,  28.00000,   9.68936
   1.83244,  75.00000,  22.33570
   1.52960,  73.00000,  31.20096
   1.73978,  50.00000,  16.51890
   1.98935, 165.00000,  41.69270
   1.84952, 172.00000,  50.28196
   1.72842, 191.00000,  63.93425
   1.63534, 173.00000,  64.68901
   1.75158, 175.00000,  57.03959
   1.95953, 146.00000,  38.02339
   1.88795,  62.00000,  17.39451
   1.97509, 102.00000,  26.14740
   1.93200,  88.00000,  23.57588
   1.63883,  46.00000,  17.12736
   1.89098, 186.00000,  52.01603
   1.77104, 163.00000,  51.96735
   1.95333, 194.00000,  50.84515
   1.69534,  75.00000,  26.09433
   1.53855,  83.00000,  35.06356
   1.92708, 123.00000,  33.12110
   1.57739,  69.00000,  27.73145
   1.85305,  55.00000,  16.01731
   1.69557, 110.00000,  38.26163
   1.91755, 139.00000,  37.80255
   1.71487,  57.00000,  19.38256
   1.60975,  65.00000,  25.08395
   1.71988,  46.00000,  15.55112
   1.69727,  58.00000,  20.13373
   1.62708, 183.00000,  69.12467
   1.56776, 118.00000,  48.00931
   1.53972, 130.00000,  54.83558
   1.77059,  65.00000,  20.73382
   1.79862,  29.00000,   8.96440
   1.64020, 176.00000,  65.42133
   1.59030, 199.00000,  78.68564
   1.66303, 165.00000,  59.66018
   1.61825, 149.00000,  56.89743
   1.85410,  44.00000,  12.79924
   1.84173,  85.00000,  25.05906
   1.56745, 172.00000,  70.00669
   1.70932,  95.00000,  32.51449
   1.63432,  47.00000,  17.59642
   1.58940, 145.00000,  57.39833
   1.79766,  43.00000,  13.30623
   1.72481,  31.00000,  10.42029
   1.65317,  86.00000,  31.46741
   1.60898, 105.00000,  40.55901
   1.97320, 140.00000,  35.95728
   1.56348, 165.00000,  67.49969
   1.89231, 129.00000,  36.02517
   1.83277,  51.00000,  15.18290
   1.84124,  57.00000,  16.81330
   1.82457, 154.00000,  46.25926
   1.53541, 160.00000,  67.86874
   1.90511, 153.00000,  42.15541
   1.56976, 147.00000,  59.65540
   1.71764,  48.00000,  16.26957
   1.94555, 120.00000,  31.70272
   1.69568,  75.00000,  26.08401
   1.76091,  55.00000,  17.73740
   1.58833, 119.00000,  47.17013
   1.54980, 150.00000,  62.45079
   1.53162,  67.00000,  28.56078
   1.92120, 102.00000,  27.63471
   1.91833, 154.00000,  41.84807
   1.60745, 136.00000,  52.63374
   1.84111, 192.00000,  56.64248
   1.97331, 122.00000,  31.33067
   1.78639,  60.00000,  18.80175
   1.87285,  64.00000,  18.24623
   1.55196,  77.00000,  31.96885
   1.77915,  37.00000,  11.68903
   1.78035, 198.00000,  62.46728
   1.53020, 193.00000,  82.42572
   1.93712,  69.00000,  18.38801
   1.90031,  64.00000,  17.72266
   1.93788,  81.00000,  21.56912
   1.55950, 190.00000,  78.12370
   1.95875, 178.00000,  46.39397
   1.85258, 143.00000,  41.66616
   1.67408,  58.00000,  20.69555
   1.72546,  34.00000,  11.42002
   1.57300,  76.00000,  30.71541
   1.97877, 109.00000,  27.83779
   1.68051, 183.00000,  64.79873
   1.80446, 101.00000,  31.01879
   1.92911, 152.00000,  40.84430
   1.63931,  98.00000,  36.46731
   1.83146,  28.00000,   8.34765
   1.78845,  29.00000,   9.06659
   1.75363,  31.00000,  10.08053
   1.67785,  83.00000,  29.48297
   1.79076,  75.00000,  23.38768
   1.86469,  28.00000,   8.05273
   1.78613, 122.00000,  38.24122
   1.80905,  25.00000,   7.63902
   1.57957, 158.00000,  63.32584
   1.70658, 146.00000,  50.13006
   1.88200, 184.00000,  51.94901
   1.62286, 161.00000,  61.13139
   1.93174,  77.00000,  20.63453
   1.68485,  71.00000,  25.01118
   1.95937, 199.00000,  51.83456
   1.50343, 191.00000,  84.50161
   1.88129, 192.00000,  54.24862
   1.59633,  35.00000,  13.73478
   1.66891, 174.00000,  62.47189
   1.90136,  65.00000,  17.97985
   1.63144,  25.00000,   9.39291
   1.52075, 123.00000,  53.18478
   1.73080,  51.00000,  17.02458
   1.77317, 161.00000,  51.20662
   1.52210,  57.00000,  24.60308
   1.65507,  65.00000,  23.72910
   1.72019,  75.00000,  25.34582
   1.65942, 178.00000,  64.64095
   1.72725,  51.00000,  17.09472
   1.65657,  38.00000,  13.84720
   1.83624, 157.00000,  46.56301
   1.68535,  74.00000,  26.05260
   1.76292, 136.00000,  43.75944
   1.54770, 176.00000,  73.47517
   1.50646,  47.00000,  20.71004
   1.95805,  93.00000,  24.25680
   1.51673,  70.00000,  30.42857
   1.53833, 104.00000,  43.94765
   1.70076,  87.00000,  30.07684
   1.54411, 169.00000,  70.88081
   1.56408,  93.00000,  38.01583
   1.53602, 135.00000,  57.21918
   1.51897, 140.00000,  60.67750
   1.95700,  61.00000,  15.92753
   1.51439, 131.00000,  57.12066
   1.50526,  89.00000,  39.27951
   1.85455, 169.00000,  49.13725
   1.60957,  84.00000,  32.42354
   1.72544, 103.00000,  34.59694
   1.85055, 108.00000,  31.53720
   1.55625, 133.00000,  54.91502
   1.93473, 130.00000,  34.72979
   1.62103, 129.00000,  49.09156
   1.80857, 175.00000,  53.50179
   1.69565, 126.00000,  43.82276
   1.53910, 174.00000,  73.45361
   1.93280, 194.00000,  51.93124
   1.54713, 168.00000,  70.18717
   1.76172, 112.00000,  36.08636
   1.55232, 186.00000,  77.18766
   1.55912, 120.00000,  49.36538
   1.95989,  77.00000,  20.04589
   1.56513,  80.00000,  32.65778
   1.79957,  71.00000,  21.92403
   1.96588,  77.00000,  19.92395
   1.78897,  75.00000,  23.43446
   1.95841, 124.00000,  32.33050
   1.89823,  86.00000,  23.86718
   1.95932, 146.00000,  38.03137
   1.64254, 135.00000,  50.03851
   1.69816,  27.00000,   9.36287
   1.71192, 168.00000,  57.32475
   1.60947, 163.00000,  62.92505
   1.51538, 179.00000,  77.94931
   1.97454,  81.00000,  20.77568
   1.89215, 137.00000,  38.26583
   1.65953,  34.00000,  12.34553
   1.54388, 190.00000,  79.71250
   1.86139,  69.00000,  19.91471
   1.86768,  62.00000,  17.77415
   1.72532, 147.00000,  49.38310
   1.68769,  46.00000,  16.15009
   1.86813, 150.00000,  42.98113
   1.51819, 112.00000,  48.59207
   1.55312, 101.00000,  41.87074
   1.95282, 188.00000,  49.29830
   1.81031,  35.00000,  10.67981
   1.75005,  92.00000,  30.03911
   1.66120, 121.00000,  43.84710
   1.83512,  75.00000,  22.27068
   1.94147, 149.00000,  39.52970
   1.69051, 140.00000,  48.98824
   1.73625,  28.00000,   9.28829
   1.69714,  94.00000,  32.63558
   1.97471, 178.00000,  45.64705
   1.91578, 189.00000,  51.49551
   1.60870,  42.00000,  16.22929
   1.84445,  37.00000,  10.87597
   1.88879, 188.00000,  52.69744
   1.71695,  65.00000,  22.04955
   1.54656, 124.00000,  51.84295
   1.91506, 197.00000,  53.71546
   1.88377,  59.00000,  16.62627
   1.75981, 112.00000,  36.16486
   1.90223, 164.00000,  45.32293
   1.92663, 115.00000,  30.98145
   1.53862, 112.00000,  47.31046
   1.60288,  45.00000,  17.51498
   1.62018,  77.00000,  29.33335
   1.63292, 152.00000,  57.00483
   1.59521,  75.00000,  29.47316
   1.98223, 148.00000,  37.66638
   1.93901,  91.00000,  24.20360
   1.91758,  77.00000,  20.94032
   1.74412,  26.00000,   8.54716
   1.76137,  88.00000,  28.36502
   1.70850, 123.00000,  42.13789
   1.60164,  53.00000,  20.66075
   1.65705,  31.00000,  11.28998
   1.97120, 161.00000,  41.43459
   1.83059, 172.00000,  51.32682
   1.63017,  78.00000,  29.35129
   1.86915,  39.00000,  11.16292
   1.94990, 116.00000,  30.50938
   1.99106,  62.00000,  15.63954
   1.97918, 101.00000,  25.78410
   1.98260, 165.00000,  41.97739
   1.81971, 155.00000,  46.80880
   1.98189,  61.00000,  15.53002
   1.64730,  36.00000,  13.26653
   1.82751, 125.00000,  37.42746
   1.84804, 165.00000,  48.31274
   1.83579,  45.00000,  13.35266
   1.98612, 153.00000,  38.78640
   1.62917, 163.00000,  61.41191
   1.95781, 144.00000,  37.56835
   1.77382, 190.00000,  60.38575
   1.56962, 103.00000,  41.80696
   1.82891, 169.00000,  50.52435
   1.60297, 113.00000,  43.97742
   1.63828, 166.00000,  61.84884
   1.82431, 177.00000,  53.18357
   1.60494, 140.00000,  54.35153
   1.88765, 103.00000,  28.90628
   1.92614,  56.00000,  15.09424
   1.68386, 159.00000,  56.07716
   1.70926, 198.00000,  67.77189
   1.64334,  54.00000,  19.99575
   1.84189,  59.00000,  17.39101
   1.73840, 148.00000,  48.97344
   1.66922, 146.00000,  52.39907
   1.66781, 154.00000,  55.36379
   1.78621,  53.00000,  16.61158
   1.96319,  83.00000,  21.53546
   1.98227,  76.00000,  19.34135
   1.62959, 107.00000,  40.29258
   1.93496,  43.00000,  11.48483
   1.62176, 103.00000,  39.16205
   1.52142, 107.00000,  46.22568
   1.79034,  87.00000,  27.14236
   1.50087, 147.00000,  65.25761
   1.74376, 198.00000,  65.11626
   1.88482, 150.00000,  42.22345
   1.80751, 190.00000,  58.15541
   1.54081, 150.00000,  63.18168
   1.68685,  33.00000,  11.59734
   1.58321, 126.00000,  50.26794
   1.50029,  99.00000,  43.98323
   1.79536,  37.00000,  11.47890
   1.86389,  92.00000,  26.48175
   1.50584,  46.00000,  20.28609
   1.90304,  31.00000,   8.55987
   1.57156, 142.00000,  57.49453
   1.55894, 138.00000,  56.78289
   1.67802, 104.00000,  36.93525
   1.61675, 134.00000,  51.26463
   1.83176, 133.00000,  39.63826
   1.83427, 143.00000,  42.50180
   1.66884, 147.00000,  52.78213
   1.90670,  87.00000,  23.93069
   1.54497,  47.00000,  19.69065
   1.50541,  50.00000,  22.06291
   1.67551,  37.00000,  13.17972
   1.76527,  91.00000,  29.20253
   1.60241,  98.00000,  38.16634
   1.83137, 147.00000,  43.82938
   1.60077, 127.00000,  49.56185
   1.98441,  51.00000,  12.95114
   1.85058,  32.00000,   9.34407
   1.95435,  93.00000,  24.34888
   1.50796, 165.00000,  72.56071
   1.97451, 101.00000,  25.90614
   1.99596, 154.00000,  38.65603
   1.64545,  92.00000,  33.97943
   1.97833, 166.00000,  42.41411
   1.87097, 160.00000,  45.70741
   1.84447, 119.00000,  34.97863
   1.75694,  31.00000,  10.04266
   1.50932, 149.00000,  65.40656
   1.70737,  45.00000,  15.43678
   1.99816, 116.00000,  29.05355
   1.73795, 169.00000,  55.95147
   1.86115,  91.00000,  26.27116
   1.70632, 145.00000,  49.80196
   1.71298, 176.00000,  59.98038
