x1,x2,x3,x4,y1
   2.70649,   6.17107,   6.34551,   9.20009,   4.48910
   8.97637,   6.75121,   2.99346,   6.40449,   4.07265
   4.68228,   6.69724,   7.63077,   1.96735,   6.01119
   6.98035,   4.53746,   5.71302,   2.10443,   4.35771
   5.59199,   4.38941,   2.29985,   6.97058,   4.82307
   7.73934,   7.74400,   5.39290,   8.26213,   2.86924
   5.22252,   9.08252,   6.35276,   4.07467,   4.48210
   7.02296,   1.89018,   5.79974,   6.30171,   5.15727
   1.52304,   6.75073,   5.01943,   7.47688,   5.77648
   7.98141,   1.76271,   8.54540,   7.55531,   6.29702
   2.33280,   6.43525,   7.61532,   7.01927,   4.14553
   6.44099,   8.35922,   7.81538,   8.34315,   1.98951
   5.63483,   2.02684,   8.37012,   1.48240,   7.77549
   5.49259,   7.50354,   6.01987,   7.23048,   2.34723
   1.58406,   1.42907,   5.15158,   9.23443,   4.08580
   6.89894,   2.35807,   1.29572,   5.73119,   6.34766
   3.35051,   4.52886,   4.42371,   3.27009,   1.64904
   9.06304,   4.20446,   3.45236,   2.59336,   4.93393
   9.36445,   2.54027,   2.95998,   5.82982,   7.40307
   3.48357,   8.20705,   6.72806,   7.31846,   4.76023
   5.94777,   8.80206,   3.19186,   8.77827,   6.27336
   2.81288,   6.74079,   4.35599,   1.84467,   4.66210
   3.92102,   9.90277,   2.74728,   9.10282,   8.72779
   3.53132,   5.15936,   6.47281,   6.43540,   1.62847
   3.58633,   3.00272,   9.74271,   5.04392,   4.73490
   3.10210,   8.52284,   1.81372,   2.50773,   5.46499
   1.20277,   7.79770,   1.04410,   6.02775,   8.26619
   5.39819,   6.40928,   7.65961,   5.01890,   2.82765
   4.05119,   8.67372,   1.15130,   5.05056,   6.04748
   2.01865,   2.09434,   2.86874,   2.60604,   0.27339
   9.59355,   6.94700,   7.64708,   8.67760,   2.84010
   4.30860,   8.07613,   8.49065,   2.18185,   7.34814
   4.43937,   8.55152,   5.74167,   2.78730,   5.06341
   7.18759,   3.37092,   4.11824,   8.76390,   6.01242
   6.53120,   8.99882,   8.45987,   9.86858,   2.84141
   9.20350,   4.53153,   2.02370,   8.08011,   7.64901
   1.12437,   8.30569,   2.33737,   1.48427,   7.23181
   4.87226,   9.01159,   7.82412,   4.83444,   5.10609
   7.28591,   6.23638,   9.63331,   2.77620,   6.93697
   6.84195,   6.16453,   7.95939,   3.62839,   4.38365
   1.92412,   1.09943,   7.60077,   6.19777,   1.62744
   6.95402,   5.76797,   4.53256,   2.76817,   2.12598
   3.32686,   3.90841,   3.31753,   8.32999,   5.04609
   8.01156,   6.68224,   6.44386,   4.97531,   1.98084
   8.84178,   6.08283,   6.20043,   4.19425,   3.41124
   2.04780,   7.35132,   9.57554,   8.43685,   5.42438
   8.71267,   2.93049,   8.11015,   8.76447,   5.81908
   6.84104,   3.40349,   7.29383,   7.50123,   3.44381
   6.23068,   7.26615,   9.53729,   7.10176,   2.64651
   3.00600,   3.35302,   4.40030,   7.34252,   2.96261
   1.97415,   1.12838,   4.44347,   8.29891,   3.94711
   5.01462,   2.60992,   8.36536,   8.36631,   2.40470
   9.49073,   2.40571,   5.86753,   7.15832,   7.20164
   5.84930,   8.52725,   1.97869,   3.63665,   3.14964
   4.09309,   1.12600,   1.14162,   3.34765,   3.69732
   8.35503,   4.05887,   4.34317,   6.99635,   5.04939
   3.09409,   2.88467,   8.21215,   1.95307,   6.26258
   6.81189,   6.61749,   7.71224,   8.86807,   1.17207
   3.01369,   3.77414,   3.70037,   8.79010,   5.14622
   1.91041,   2.76267,   9.58075,   7.25397,   2.47795
   2.23256,   1.78483,   1.22900,   5.34074,   4.13605
   5.08831,   1.23066,   3.83623,   6.23561,   4.54296
   8.58078,   5.61430,   9.71639,   9.80696,   2.96787
   9.73683,   6.22061,   8.18165,   6.69480,   3.81766
   8.55511,   4.72535,   5.53771,   1.80972,   5.34462
   2.54212,   8.70941,   9.29927,   2.56713,   9.13002
   3.03498,   6.60991,   4.82705,   8.68019,   5.25612
   1.62450,   5.77356,   1.62957,   1.72710,   4.15021
   6.42929,   6.81446,   4.89010,   9.92116,   5.04578
   5.15350,   1.82188,   9.91002,   1.30832,   9.22437
   5.29515,   7.55144,   2.18624,   1.14675,   2.48422
   8.68052,   7.83335,   5.53893,   2.17146,   3.47240
   1.96202,   6.14915,   1.82303,   9.09024,   8.38716
   1.95151,   4.34659,   3.14023,   6.76640,   4.34575
   3.92078,   5.69588,   3.03165,   4.73272,   2.45858
   5.16614,   8.03754,   5.80585,   9.38037,   4.58500
   9.69512,   5.03979,   3.42936,   9.98253,   8.03841
   4.11697,   3.98515,   2.98290,   6.72956,   3.74899
   1.88642,   9.68497,   4.50771,   2.76822,   7.99020
   3.68078,   1.54419,   5.53445,   1.67951,   4.40745
   5.11974,   2.37504,   4.84297,   3.39771,   3.10197
   4.62620,   7.27326,   6.48255,   3.01706,   4.36080
   5.68805,   5.96418,   8.80626,   6.41976,   2.40242
   7.76908,   1.03425,   4.48160,   9.57318,   8.44287
   7.79331,   8.35882,   2.21779,   9.65065,   7.45434
   6.29999,   3.29216,   6.43447,   7.66667,   3.25044
   1.19354,   4.89860,   4.79218,   9.84476,   6.26547
   2.33150,   7.78660,   2.30476,   4.55800,   5.90214
   4.70913,   1.01827,   2.15829,   7.89635,   6.82260
   5.30379,   9.47452,   2.89350,   1.92826,   4.28097
   2.27455,   1.35885,   1.92772,   9.08829,   7.21888
   3.64061,   6.47065,   9.33980,   6.44904,   4.04545
   9.52625,   8.82708,   7.78773,   7.45610,   0.77383
   7.06763,   5.37135,   3.25254,   6.63070,   3.78013
   4.09516,   1.26752,   2.22605,   2.77388,   2.88021
   7.70893,   7.46419,   1.24227,   3.54201,   2.31272
   6.75257,   5.74651,   4.10508,   4.45190,   1.06416
   3.61169,   7.74436,   5.78062,   6.02601,   4.13995
   5.68074,   9.76569,   2.27097,   2.15427,   4.08662
   5.60017,   1.74383,   3.86635,   5.78558,   4.30753
   4.66851,   1.88632,   1.54136,   4.34687,   3.95113
   5.87636,   9.85603,   5.44761,   6.03120,   4.02223
   5.15821,   8.15040,   9.54055,   8.46824,   3.17853
   5.07182,   6.07757,   2.36467,   6.54220,   4.29689
   2.32035,   8.59171,   3.49667,   3.75472,   6.27667
   4.98125,   5.32904,   7.54856,   1.07378,   6.48411
   1.94602,   4.02422,   2.42286,   3.43456,   2.31137
   5.03859,   9.49516,   7.58452,   2.00059,   7.14432
   3.46742,   8.10083,   6.56565,   9.29928,   5.37970
   5.03204,   2.55052,   7.68855,   1.10409,   7.03655
   9.92253,   6.38577,   7.66630,   7.13997,   3.57572
   6.94022,   1.98584,   5.56669,   3.48206,   5.37509
   2.60076,   8.53012,   8.20118,   7.16978,   6.01840
   6.98653,   1.65156,   3.21221,   4.69439,   5.53704
   5.69151,   6.67219,   6.75014,   7.37184,   1.16114
   9.31104,   3.29066,   8.19726,   3.81665,   7.44545
   8.27027,   8.71536,   5.96943,   9.49048,   3.54906
   9.39258,   7.69973,   3.31794,   3.96275,   1.81149
   1.30234,   8.77666,   3.96321,   9.67691,   9.40807
   4.50698,   7.74906,   8.73941,   3.83779,   5.87681
   3.41431,   3.01910,   2.75101,   7.35251,   4.61844
   3.35700,   1.24029,   4.11698,   4.48893,   2.14914
   2.91035,   3.00612,   9.50643,   7.13157,   2.37680
   6.49516,   9.13587,   3.66150,   7.73065,   4.85091
   6.53364,   2.53981,   9.26208,   6.56067,   4.82164
   3.93116,   4.06381,   8.30308,   4.45726,   3.84811
   5.15338,   6.43141,   2.65983,   7.38197,   4.89203
   7.68221,   1.34367,   7.35222,   3.03048,   7.67167
   2.47771,   7.92381,   8.60499,   6.98400,   5.68222
   9.07522,   9.79188,   5.31604,   7.47803,   2.27767
   7.22343,   9.80836,   2.49936,   7.29129,   5.44468
   6.03728,   7.44240,   3.43610,   1.27845,   2.57484
   5.75458,   9.27147,   9.73330,   7.98304,   3.92834
   7.25006,   8.50044,   8.77602,   4.55876,   4.39872
   9.15534,   8.03771,   3.76500,   5.65689,   2.19735
   5.87873,   6.68435,   4.72056,   4.51617,   0.83114
   3.24455,   5.15045,   9.21828,   6.43934,   3.36971
   2.11687,   2.39297,   3.41629,   8.47328,   5.06452
   4.52018,   7.32012,   8.51591,   4.72224,   4.71504
   4.77022,   2.97552,   2.13404,   2.02563,   1.79797
   4.55093,   8.56201,   4.44345,   2.21960,   4.58632
   7.35526,   8.53403,   5.87055,   8.99360,   3.33810
   3.46549,   3.52359,   6.26919,   2.62538,   3.64427
   5.34644,   2.42517,   5.25607,   4.52722,   3.01082
   7.37388,   5.55747,   5.61966,   2.21415,   3.85964
   6.72815,   2.95180,   3.90652,   9.92114,   7.10186
   8.45617,   1.75085,   5.83202,   1.76754,   7.84100
   4.27577,   8.90990,   5.76043,   1.77804,   6.11020
   3.75714,   3.29219,   6.02432,   6.26505,   0.52357
   6.97025,   2.14256,   3.71210,   1.20582,   5.43949
   6.98985,   7.01580,   9.49899,   6.84230,   2.65682
   6.25994,   1.03450,   8.29190,   5.58118,   5.88670
   9.95453,   4.91755,   1.23608,   8.45246,   8.80041
   6.85074,   4.52221,   3.45785,   5.69633,   3.22998
   6.68262,   2.70210,   2.24987,   8.76724,   7.63679
   1.56924,   1.08547,   4.24509,   8.52989,   4.31202
   3.82264,   4.99089,   7.13996,   7.77959,   1.33189
   5.87051,   6.15504,   3.85320,   7.71134,   3.86861
   2.60326,   1.93537,   9.66617,   6.02463,   3.70229
   7.85585,   9.70636,   1.54354,   7.98128,   6.69842
   3.62841,   8.20566,   1.68653,   6.32545,   6.51697
   2.07100,   6.15036,   7.38601,   7.34639,   4.07955
   9.77511,   4.13339,   6.85321,   1.05301,   8.09143
   2.31400,   1.30755,   1.78159,   7.05125,   5.36491
   4.24926,   9.43691,   6.48036,   2.90461,   6.30061
   8.72390,   6.59190,   5.05603,   6.57606,   2.61839
   3.68451,   6.19211,   3.41398,   5.56543,   3.30406
   2.38064,   7.08980,   6.23366,   7.79035,   4.95978
   3.29762,   6.15041,   3.66023,   7.61369,   4.87527
   2.43221,   9.41042,   8.94367,   7.87605,   7.05941
   6.57528,   3.35601,   8.77127,   7.43026,   3.48741
   1.07684,   9.26869,   3.88576,   8.94472,   9.62806
   7.86326,   7.05769,   4.54562,   6.09015,   1.74198
   7.32436,   8.22442,   8.73196,   9.45369,   1.15370
   1.50987,   6.43756,   5.15440,   4.29078,   5.00280
   5.91703,   4.76244,   6.39843,   1.39777,   5.13222
   3.33562,   8.19242,   2.58678,   4.96350,   5.40715
   4.04695,   4.54719,   5.09042,   4.52014,   0.75859
   3.81833,   2.92068,   6.31399,   9.50696,   3.31675
   7.62743,   1.82918,   4.44518,   4.01801,   5.81396
   7.24859,   1.85855,   4.56757,   1.38926,   6.25733
   9.24498,   7.45503,   1.30114,   5.42834,   4.49863
   7.29496,   4.61371,   4.40002,   1.91911,   3.65294
   2.15346,   2.87592,   1.64831,   6.81397,   5.21594
   3.11384,   9.22599,   2.42375,   9.45763,   9.31847
   1.09471,   9.02426,   5.54756,   2.97223,   8.33727
   3.11090,   7.68812,   7.30986,   6.71446,   4.61578
   3.11147,   7.96915,   3.99794,   3.17857,   4.92630
   6.78792,   6.55423,   3.46395,   9.03901,   5.57995
   6.28455,   1.67938,   1.70388,   1.87397,   4.60831
   8.40086,   1.84827,   3.44440,   5.71100,   6.93354
   1.90886,   7.09150,   2.06415,   4.56775,   5.75567
   1.10345,   2.17242,   8.57257,   2.02539,   6.63387
   9.38589,   2.84408,   6.52535,   9.25146,   7.08710
   8.45644,   4.76914,   3.94111,   7.73406,   5.28987
   3.56563,   9.50342,   1.66327,   3.13392,   6.11720
   8.79948,   2.97040,   6.95114,   8.74054,   6.09755
   9.54163,   1.02300,   6.28377,   4.18844,   8.77254
   1.32353,   6.49517,   1.78984,   4.55580,   5.86484
   4.24358,   7.61816,   8.23841,   5.05575,   4.63866
   2.69498,   4.37833,   5.29907,   7.62631,   2.87223
   5.44332,   8.98748,   1.95618,   4.80849,   4.54937
   9.15082,   8.08769,   7.93393,   5.50089,   2.65516
   1.23146,   2.85322,   7.03212,   7.14107,   1.62542
   8.94652,   6.33003,   1.99368,   5.25241,   4.17916
   8.14762,   4.54856,   4.31003,   8.89278,   5.82707
   9.57738,   8.48409,   7.89359,   8.18044,   1.13030
   7.20010,   3.42065,   5.00473,   4.90504,   3.78077
   3.12067,   3.41142,   6.27723,   8.47117,   2.21312
   5.64464,   6.64169,   7.90792,   7.72268,   1.01411
   5.67657,   1.73012,   3.78763,   7.67779,   5.54146
   4.03705,   5.27877,   1.67239,   2.85187,   1.71261
   6.39316,   5.21828,   3.39263,   7.32350,   4.10269
   3.14316,   9.68013,   9.71786,   9.03914,   6.57211
   8.51646,   3.08680,   7.76665,   5.16685,   6.01998
   1.34790,   4.75308,   7.05126,   7.37441,   3.42048
   3.82681,   1.21223,   9.48166,   4.62755,   5.51348
   5.28330,   3.34311,   1.15742,   9.44317,   8.50988
   9.09820,   9.27227,   5.54678,   2.95113,   2.60148
   1.34767,   9.68673,   5.57727,   8.18289,   8.73666
   9.67397,   5.30416,   4.63875,   6.55027,   4.76960
   6.89519,   7.75188,   3.93104,   3.75570,   0.87445
   7.26470,   5.67620,   1.22182,   9.22938,   8.16360
   6.03982,   3.32513,   4.38780,   6.62559,   3.51813
   2.75586,   5.92876,   9.55086,   7.86027,   3.59519
   1.41668,   9.20417,   1.29407,   7.53570,   9.98013
   3.14565,   5.09650,   8.21727,   6.83752,   2.38946
   1.06226,   9.13327,   7.97778,   1.16477,  10.56212
   2.23257,   4.30945,   6.76626,   3.59777,   3.78851
   3.58016,   6.57898,   7.15402,   3.86090,   4.45393
   6.57123,   4.04603,   3.72869,   2.94815,   2.64308
   3.77024,   6.15178,   9.24477,   2.09004,   7.54068
   4.48256,   3.32427,   3.33269,   5.12721,   2.13587
   8.82928,   8.69915,   1.04574,   1.38563,   0.36395
   5.35959,   5.20200,   1.01566,   5.52388,   4.51098
   7.01072,   7.92667,   8.14582,   7.45669,   1.14624
   3.80678,   1.73464,   4.23482,   1.38946,   3.51992
   2.49786,   8.70040,   6.01950,   6.31642,   6.20964
   6.13251,   5.76462,   6.94462,   5.08388,   1.89676
   1.62530,   8.25467,   2.36863,   1.31427,   6.71269
   2.06101,   5.30498,   4.20429,   3.98238,   3.25155
   3.34280,   6.97168,   3.84984,   5.16583,   3.86013
   3.59974,   1.67331,   8.32057,   5.76901,   3.19713
   1.80938,   5.53080,   4.84662,   4.15923,   3.78437
   7.52795,   6.53486,   2.84332,   4.95331,   2.33201
   9.42947,   5.02229,   5.17099,   6.68849,   4.66112
   9.71936,   9.07761,   3.27987,   3.61353,   0.72331
   9.17827,   3.30187,   9.93698,   3.62941,   8.62076
   9.54118,   3.56242,   3.55181,   3.61818,   5.97912
   8.05291,   6.44028,   9.73512,   7.67745,   2.61431
   4.29788,   6.11212,   7.20050,   7.35092,   1.82047
   5.83433,   8.13638,   6.95063,   4.73268,   3.19667
   2.56235,   9.96681,   6.79878,   5.28312,   7.55799
   7.03703,   9.70432,   7.70170,   8.71835,   2.85447
   3.82000,   3.56839,   6.44628,   6.81461,   0.44606
   4.08918,   6.31563,   8.74729,   3.41717,   5.77644
   5.11075,   1.54234,   6.44067,   2.58382,   5.25441
   8.59019,   1.88289,   2.38118,   9.79752,   9.99950
   4.45664,   3.40655,   9.81059,   3.45226,   6.44446
   3.07735,   6.24472,   8.14043,   9.69860,   3.52989
   1.02901,   8.11427,   4.07072,   3.11007,   7.15008
   6.95682,   2.08013,   2.51106,   8.96203,   8.08685
   9.11314,   7.61369,   2.15792,   9.93755,   7.92282
   5.79217,   1.02697,   4.64765,   5.41652,   4.82684
   1.10837,   1.48772,   1.13138,   4.72421,   3.61280
   5.85457,   8.46308,   2.30240,   9.51351,   7.66841
   2.07859,   3.59571,   4.54121,   3.18481,   2.03506
   5.33711,   4.11713,   7.29898,   2.15031,   5.29124
   1.84155,   2.34595,   5.66955,   5.48521,   0.53703
   2.06443,   6.67686,   8.79078,   5.14864,   5.87704
   1.09452,   5.34989,   3.98358,   3.70721,   4.26433
   1.74769,   9.54255,   5.37916,   2.36989,   8.35556
   2.73411,   6.99265,   3.45295,   7.31926,   5.75183
   6.77857,   3.82226,   3.98540,   4.23354,   2.96671
   1.47765,   5.59193,   9.90425,   5.35730,   6.13205
   1.07251,   7.84927,   1.50746,   5.91044,   8.08150
   8.55024,   8.95028,   3.94309,   7.62028,   3.69888
   9.60846,   3.29481,   7.19872,   3.91143,   7.11817
   6.51180,   2.97249,   6.57534,   6.59922,   3.53939
   4.43114,   6.17268,   7.37624,   5.62472,   2.46998
   9.65590,   7.54623,   4.57420,   3.32818,   2.45016
   9.71132,   9.79802,   4.87677,   7.85534,   2.97984
   4.80086,   2.77365,   6.67821,   9.43150,   3.41910
   4.80985,   1.25986,   6.23342,   5.83079,   3.57275
   1.81639,   4.71046,   3.36275,   9.77184,   7.03221
   1.53847,   5.34779,   7.86882,   3.89632,   5.50378
   7.08224,   1.39505,   6.78288,   5.90659,   5.75430
   2.78782,   4.34764,   1.16421,   2.93633,   2.36082
   6.67765,   3.63624,   9.95739,   9.91805,   3.04166
   3.91154,   9.44453,   1.35254,   3.32445,   5.87387
   8.52003,   1.34618,   9.69289,   8.61275,   7.25472
   2.50895,   1.50346,   1.25271,   7.19999,   6.03168
   3.97292,   3.60988,   7.68277,   6.72278,   1.02635
   9.44064,   4.31403,   6.92303,   7.49600,   5.15853
   2.17064,   5.80049,   9.99018,   8.70213,   3.85160
   2.36491,   5.15569,   2.91605,   2.74371,   2.79609
   1.82214,   4.88556,   8.36745,   2.18795,   6.89716
   4.91356,   1.92874,   9.80984,   3.43117,   7.04248
   5.21094,   7.56097,   3.51533,   5.98802,   3.41129
   7.35310,   2.84609,   4.64529,   9.37814,   6.53553
   4.75968,   6.79162,   9.15686,   6.67067,   3.21091
   1.05424,   4.77738,   1.34680,   6.00153,   5.96056
   8.60583,   8.99812,   8.70678,   9.66885,   1.03898
   6.80796,   7.92035,   9.47899,   3.09675,   6.47846
   9.22324,   9.20692,   9.87738,   7.43008,   2.44735
   5.66817,   7.68397,   3.72793,   8.26996,   4.96926
   6.55983,   7.27067,   9.21645,   8.97064,   0.75213
   5.28300,   2.24273,   9.84435,   7.23587,   4.00592
   8.07701,   6.32863,   9.06721,   1.85467,   7.42143
   3.50633,   1.57427,   8.05990,   9.73299,   2.55579
   9.58870,   6.66102,   9.88733,   2.77824,   7.68832
   5.40551,   6.72112,   1.82777,   9.48861,   7.77298
   7.90023,   5.26898,   7.76846,   7.71884,   2.63172
   4.24070,   1.69399,   4.52069,   9.65591,   5.73203
   3.02036,   9.43339,   4.20340,   3.69514,   6.43314
   1.89611,   1.04909,   6.68347,   5.88094,   1.16683
   8.77731,   7.65681,   4.42455,   8.79299,   4.50986
   8.86507,   6.52224,   4.24236,   1.79939,   3.38481
   5.78972,   7.72582,   6.22402,   8.70569,   3.14756
   1.54849,   9.02205,   3.76170,   4.88201,   7.55706
   4.17386,   1.29426,   6.66456,   9.21409,   3.84606
   5.84108,   9.02140,   9.07089,   2.10279,   7.65956
   8.77645,   1.35060,   9.39283,   1.27427,  11.00247
   7.39774,   4.10365,   7.81020,   8.14890,   3.31146
   1.95138,   1.32069,   2.79027,   8.79340,   6.03617
   5.05397,   8.52450,   9.28151,   2.32119,   7.77757
   7.25632,   2.41361,   7.25127,   4.51122,   5.56414
   6.96780,   8.19830,   8.02868,   9.28697,   1.75995
   1.51302,   4.71017,   3.37283,   7.03657,   4.86259
   5.35466,   9.77388,   4.37712,   2.73843,   4.71326
   4.51292,   8.80091,   2.99808,   7.98421,   6.57635
   3.14440,   8.42533,   9.65364,   9.45563,   5.28464
   6.16765,   3.88303,   3.90059,   5.24421,   2.65044
   6.76489,   3.36464,   1.29666,   4.37835,   4.58895
   2.97475,   7.02973,   4.61863,   9.80930,   6.58680
   2.35873,   3.67814,   8.46460,   5.57471,   3.17684
   2.57270,   5.97894,   1.94406,   8.63622,   7.50916
   2.88467,   4.14445,   3.16030,   9.15026,   6.12100
   1.62102,   1.85186,   7.94730,   7.23584,   0.74798
   7.30658,   6.03164,   7.77427,   8.99233,   1.76327
   7.35785,   2.07978,   5.41118,   5.44786,   5.27821
   6.07705,   8.23360,   7.49039,   7.78827,   2.17702
   4.50825,   1.48555,   3.14093,   3.14270,   3.02271
   6.67501,   1.50740,   3.36696,   9.35752,   7.91145
   7.94789,   8.44628,   7.95277,   2.74837,   5.22821
   9.05270,   2.71813,   7.66284,   4.34952,   7.14876
   6.16255,   1.21446,   4.69168,   4.16788,   4.97574
   8.04039,   4.15081,   8.84794,   5.16451,   5.35691
   4.87708,   3.55920,   8.19485,   7.52375,   1.47891
   6.74337,   9.46138,   2.53501,   5.17302,   3.78770
   2.14401,   5.32353,   9.36609,   1.00204,   8.94801
   5.00934,   6.93640,   3.05358,   6.65839,   4.08757
   8.87952,   8.54464,   4.52231,   6.71656,   2.21966
   7.75676,   5.85677,   4.75589,   3.44793,   2.30667
   5.55176,   7.41733,   1.42840,   2.08869,   1.97897
   7.93841,   7.00252,   9.57444,   1.09674,   8.52920
   3.51231,   5.50947,   5.92580,   7.19571,   2.36671
   3.28727,   2.06563,   3.92068,   7.34934,   3.63980
   4.36034,   5.17956,   6.91065,   8.20252,   1.52972
   4.98407,   2.50403,   5.73838,   9.05222,   4.13910
   7.78449,   6.07615,   4.70720,   6.18978,   2.26197
   9.94903,   5.11596,   9.83513,   5.01160,   6.82825
   3.54431,   7.77262,   4.02756,   6.98529,   5.16011
   4.33701,   2.67040,   8.03995,   2.48215,   5.80230
   2.18499,   5.04891,   1.29241,   9.91858,   9.08917
   3.54380,   3.19925,   3.27669,   9.52159,   6.25440
   7.22693,   8.07748,   6.38618,   9.42290,   3.15358
   1.22737,   2.25563,   4.36410,   3.52133,   1.32950
   1.48669,   2.37697,   4.88374,   2.98774,   2.09462
   4.57487,   3.76467,   4.41698,   4.68840,   0.85445
   5.11873,   8.18844,   8.02465,   2.68765,   6.15685
   1.85617,   7.82380,   3.43493,   9.28289,   8.35532
   8.30320,   6.59105,   1.29589,   8.09398,   7.01038
   4.90620,   8.69808,   1.35862,   4.31360,   4.80731
   3.90265,   1.96502,   1.28542,   7.46017,   6.47163
   2.43539,   7.61083,   5.01141,   5.44824,   5.19385
   4.17467,   8.63235,   8.36025,   8.50258,   4.45994
   5.45941,   4.94334,   9.54087,   3.11006,   6.45148
   7.24168,   9.39884,   8.06682,   1.68762,   6.73406
   3.41824,   8.35601,   4.02260,   5.50115,   5.15439
   2.74267,   5.30892,   4.13309,   5.55709,   2.93487
   5.53449,   1.11623,   3.09403,   4.61331,   4.67218
   8.02580,   9.79668,   7.37403,   5.74475,   2.40636
   8.03780,   4.22310,   3.15405,   4.30713,   3.98517
