x1,x2,x3,x4,y1
   4.67731,   3.51071,   1.01395,   5.38974,  -0.26660
   6.61080,   6.66393,   4.57841,   9.57337,   0.01064
   6.17681,   2.12285,   3.10499,   9.13534,  -0.67226
   7.40868,   3.74357,   5.02723,   6.62104,  -2.29959
   1.78176,   9.96780,   1.64677,   5.35671,   2.20651
   3.48503,   1.10227,   6.71546,   7.92508,  -1.96984
   2.30106,   4.81364,   9.78300,   4.82946,  -0.50723
   2.00624,   5.85673,   4.76272,   6.02416,   3.05245
   4.32638,   2.63465,   3.52775,   4.47321,  -1.78932
   2.97438,   9.05877,   2.97000,   6.34119,   1.80482
   7.18317,   4.25555,   4.43712,   9.20123,  -0.61451
   7.88374,   5.24725,   8.70072,   1.62452,   0.37259
   2.42631,   5.98987,   2.14095,   1.11112,  -3.46031
   2.00846,   5.54081,   5.76186,   3.66966,  -1.68834
   9.21433,   9.36054,   3.09389,   8.44360,   0.02733
   6.81160,   3.53664,   9.60225,   9.51783,  38.79014
   5.08451,   3.14926,   6.06688,   7.86712,  -1.07499
   2.11951,   2.31937,   5.69001,   3.16407,  -0.07912
   9.33270,   6.97251,   8.50200,   3.73279,   0.49488
   7.45262,   5.15515,   5.28653,   5.15536,  17.51651
   8.55932,   2.42393,   3.19022,   3.80171, -10.03362
   7.24134,   3.61929,   5.42498,   4.77631,   5.58384
   4.16032,   4.34215,   6.50035,   5.91073,  -0.30839
   2.27295,   3.83185,   2.77458,   3.34604,   2.72792
   2.29886,   6.56252,   8.13245,   8.26384,  32.45025
   2.49963,   4.89095,   5.82473,   7.25380,   1.67334
   5.31712,   6.51768,   5.26460,   1.89212,  -0.35598
   6.67546,   8.09293,   5.17280,   1.08702,  -0.34693
   3.46077,   2.33501,   2.48996,   4.30344,  -0.62078
   7.84099,   1.31616,   6.25753,   6.94472,  -9.49493
   2.45433,   1.75780,   2.07035,   2.95993,  -0.78298
   1.53225,   3.61812,   2.58050,   1.95204,  -3.31901
   4.25373,   7.14257,   8.82562,   9.95513,   2.55761
   4.06638,   3.76568,   3.22727,   6.96752,  -0.08039
   6.71242,   7.28433,   1.07647,   9.60508,   0.06706
   3.56658,   3.46321,   4.07503,   8.26225,  -0.02469
   7.04866,   7.60819,   7.83210,   1.40675,  -0.08708
   2.58408,   3.50045,   4.06627,   1.52201,  -0.36017
   2.99815,   6.27926,   3.23020,   8.81651,   0.58735
   5.95506,   8.81760,   2.22690,   8.64919,   0.44572
   8.71410,   6.05414,   3.38981,   2.57390,   3.26014
   2.13970,   4.23032,   2.63004,   6.73767,   0.50896
   6.39366,   5.03073,   2.46306,   4.69128,  -0.61167
   1.18762,   9.11169,   5.10944,   1.44420,  -2.16195
   5.16922,   4.84077,   1.61793,   7.09749,  -0.05994
   9.50944,   7.06191,   5.48636,   9.54452,  -0.60312
   6.28385,   4.80268,   1.40477,   8.52738,  -0.20795
   9.34138,   5.69103,   8.93510,   2.87340,   0.60220
   8.08180,   7.08038,   3.46926,   7.34099,  -0.25865
   4.70302,   2.00774,   9.58908,   8.40503,   2.27632
   2.68778,   6.58348,   2.34300,   2.60005,  15.15536
   2.49841,   7.67476,   6.76743,   8.19596,   3.62357
   2.09171,   1.98830,   1.76991,   7.48080,  -0.01811
   2.36297,   3.94313,   9.60770,   1.23884,  -0.18881
   2.62756,   8.37678,   3.39556,   4.66982,   4.51178
   1.53795,   7.55790,   1.61781,   9.27779,   0.78590
   3.01513,   5.76478,   5.99750,   6.46327,   5.90339
   5.27252,   4.67924,   8.01219,   5.99903,   0.29470
   8.04012,   6.51285,   6.25845,   6.05346,   7.45068
   4.40223,   3.36060,   5.48165,   8.09995,  -0.39783
   1.41657,   6.23328,   2.92224,   2.53616, -12.47589
   5.76351,   2.80897,   9.85051,   6.18658,   0.80638
   1.15364,   7.38259,   9.66250,   8.60481,  -5.88923
   4.44736,   1.07274,   5.48774,   4.77921,   4.76285
   6.10837,   8.54536,   8.90391,   2.60427,  -0.38685
   5.02633,   4.13373,   8.54533,   7.60949,   0.95379
   8.92160,   4.83319,   8.63127,   5.18442,   1.18613
   8.83625,   9.22946,   7.70274,   6.54105,  -0.33848
   3.01481,   6.22699,   2.10295,   1.74379,  -8.94345
   2.70836,   8.98242,   7.03535,   1.83041,  -1.20541
   9.99565,   7.10977,   3.52293,   6.36203,  -1.01648
   9.65909,   8.77430,   7.43740,   3.12849,   0.20534
   7.41733,   8.46506,   3.33082,   3.86991,   1.94353
   7.05473,   2.94267,   5.15910,   2.48245,   1.53627
   5.80808,   7.97837,   3.28372,   3.47854,  11.13988
   6.62571,   8.60624,   5.90520,   3.25572,  -0.74752
   9.99101,   3.13618,   2.66432,   3.40280,  -9.28238
   9.68797,   9.47070,   4.26981,   4.54384,  -0.79289
   9.48338,   6.42770,   9.95407,   6.63770,   0.92139
   8.94930,   7.14875,   4.76738,   4.78925, -82.34377
   3.63544,   5.36512,   1.85668,   1.39644,  -3.75826
   6.50867,   4.15353,   9.83402,   8.22123,   1.46029
   9.79730,   7.52363,   2.43857,   5.53204,  -0.73499
   3.98902,   4.61494,   9.69648,   2.36487,  -0.08537
   5.05344,   5.60955,   9.18012,   5.17685,  -0.13891
   1.50693,   2.84615,   6.57457,   2.40004,  -0.32081
   9.46660,   8.99169,   8.11113,   9.17655,  -0.44575
   8.94156,   4.54488,   9.29722,   6.93461,   1.86094
   2.46401,   5.53630,   4.97561,   7.91767,   1.04426
   2.89201,   8.19565,   5.35057,   8.76322,   1.55411
   8.90396,   1.97676,   8.83857,   9.08622, -27.97219
   9.29006,   8.73311,   5.33317,   2.59381,   0.20331
   2.73047,   6.15990,   4.06006,   7.27587,   1.06642
   2.11698,   7.66473,   3.65752,   4.62033,   5.76207
   7.61037,   8.91168,   5.23742,   1.52614,  -0.35064
   7.68933,   8.08020,   2.72866,   4.20867,   0.26410
   8.82635,   5.23486,   8.51205,   6.20395,   1.55604
   8.36415,   4.85880,   6.36458,   9.96349,  -0.97400
   7.93521,   7.74075,   3.27724,   1.16060,   0.09187
   1.14176,   6.02836,   7.46385,   3.71601,  -1.30385
   7.08053,   6.10377,   5.78631,   5.23187,   1.76171
   7.29252,   5.05577,   6.66484,   1.56505,   0.43860
   9.36341,   4.21476,   5.76202,   8.88541,  -1.64842
   1.96969,   5.05979,   8.37668,   7.36361,  -3.05025
   7.32911,   1.37477,   3.23341,   3.23885,-1093.24426
   5.46437,   3.66868,   5.37113,   4.76098,   2.94304
   8.50374,   8.79806,   3.66140,   1.08192,  -0.11410
   9.01384,   3.89953,   5.35570,   9.18461,  -1.33571
   5.50841,   2.37618,   1.84245,   5.59094,  -0.83560
   4.17122,   3.18339,   5.15707,   3.60385,   0.63599
   9.53945,   4.89348,   2.62191,   3.07291, -10.30155
   7.56395,   8.24728,   3.84758,   5.98815,   0.31923
   1.53889,   9.00434,   1.37258,   1.13486, -31.40448
   9.18220,   1.08276,   2.41224,   7.93923,  -1.46543
   3.19903,   7.78059,   3.00170,   1.27815,  -2.65821
   5.64641,   5.20157,   4.72840,   2.24159,   0.17888
   4.63581,   5.39108,   5.92511,   8.26070,   0.32338
   9.16704,   9.22790,   1.55326,   5.71287,   0.01463
   4.04308,   7.43360,   9.67068,   2.94823,  -0.50436
   4.53867,   3.15061,   4.91536,   5.52287,  -2.28482
   5.36728,   7.38857,   6.42098,   5.61950,  -2.52195
   6.34528,   8.96963,   1.09635,   4.84671,   0.69976
   7.35220,   7.92261,   9.55964,   6.61265,  -0.19356
   9.44979,   3.38743,   9.51099,   7.73953,   3.42223
   2.73376,   6.54242,   7.11365,   5.21525,  -2.00625
   5.94443,   6.56335,   9.62721,   7.62544,  -0.30919
   1.06312,   1.73870,   8.02186,   4.89604,  -0.21613
   7.30618,   7.62353,   4.66628,   7.05148,   0.13305
   1.64399,   1.79742,   1.93766,   5.82199,   0.03950
   4.57016,   4.98700,   4.86532,   7.32928,   0.16918
   8.72350,   9.96214,   5.48329,   8.44342,   0.41844
   8.40843,   7.56202,   6.60510,   9.68020,  -0.27525
   4.39645,   6.32709,   6.25786,   9.92920,   0.52587
   7.56023,   1.31238,   6.43065,   3.20051,   1.93423
   9.47092,   2.18315,   7.82527,   9.38551,  -4.67095
   6.15458,   1.02098,   7.17943,   8.95900,  -2.88475
   2.43044,   2.80987,   5.40178,   6.68917,   0.29473
   1.65216,   3.33038,   1.88763,   4.79730,   0.57677
   6.08755,   3.04879,   6.57789,   7.20393,  -4.85387
   2.71087,   9.26425,   1.09531,   8.37444,   0.90030
   8.94432,   3.66998,   7.69575,   6.13562,   3.38071
   1.81868,   7.90600,   8.42262,   9.76487,   4.53516
   4.35748,   3.10999,   6.48186,   1.07606,   0.23077
   9.18333,   6.36537,   9.09569,   7.45159,   1.71398
   4.09063,   7.59356,   6.46377,   3.05828,  -1.02862
   7.33689,   5.35813,   8.59199,   7.68528,   2.18234
   9.52047,   1.50419,   4.91508,   8.31810,  -2.35564
   3.45888,   6.30246,   7.42851,   8.02436,   4.77237
   5.93676,   6.08816,   5.13290,   2.97864,  -0.07028
   1.86425,   8.70157,   7.05376,   9.49003,   2.80647
   5.05801,   1.98402,   7.51785,   8.89283,  -2.23566
   1.39189,   1.89935,   6.25383,   7.26720,   0.50076
   8.60403,   2.75157,   5.41876,   3.78993,   3.59305
   5.46798,   8.90809,   7.24855,   9.40074,   1.59842
   9.18455,   8.95448,   4.33536,   3.07323,   0.18228
   1.40890,   1.09101,   9.24215,   3.85028,   0.05896
   7.32736,   8.60333,   7.86626,   2.48501,  -0.23711
   1.95407,   3.97086,   3.96027,   8.77845,   0.41858
   9.14129,   3.99549,   3.18366,   5.83304,  -1.94227
   8.93681,   5.33153,   7.16859,   9.16316,  -1.80755
   5.50886,   9.44076,   2.53409,   6.56698,   0.97496
   3.73483,   8.01084,   3.17741,   3.97387,   5.36878
   6.99648,   8.50900,   4.36248,   6.14463,   0.84871
   2.01132,   7.49173,   8.35912,   3.67296,  -1.16949
   3.98062,   3.45587,   6.48395,   4.41053,   0.25308
   7.54102,   7.76788,   7.71593,   6.99125,  -0.31305
   4.17120,   2.71553,   5.89623,   1.83587,   0.35851
   5.73260,   7.04382,   8.53315,   8.19036,  -3.82519
   1.91889,   7.04579,   2.63507,   8.69862,   0.84553
   2.12002,   4.98339,   9.31930,   5.78342,  -0.80980
   6.20051,   3.00200,   6.57498,   3.98557,   1.23522
   7.71501,   3.51994,   4.99299,   9.08852,  -1.02431
   5.70174,   1.63678,   8.83723,   9.43798,  -6.76641
   1.92072,   3.04686,   2.58134,   5.29766,   0.41458
   1.63058,   6.14200,   9.39162,   1.49864,  -0.57157
   5.08077,   8.86396,   2.57788,   2.60624, 133.40800
   7.59565,   8.93516,   5.89477,   5.80825, -15.48333
   4.01787,   6.35843,   3.33214,   2.78334,  -4.26492
   5.64439,   9.87740,   5.16510,   9.28565,   1.02729
   4.59987,   3.73265,   7.37960,   3.90657,   0.24970
   2.70669,   7.72055,   9.04403,   9.60089,   9.00389
   4.39368,   9.69197,   5.48458,   8.21457,   1.94077
   1.50931,   3.50285,   7.08868,   5.56038,  -1.30442
   4.76428,   2.81567,   5.60619,   4.02518,   1.23250
   1.23784,   2.61132,   6.75653,   4.53592,  -0.61852
   3.35182,   9.50756,   2.43141,   1.61363,  -7.52732
   4.15423,   1.78373,   8.54865,   9.95601,  -1.68436
   9.73694,   4.10683,   3.85140,   8.32111,  -1.25962
   1.01074,   9.74117,   1.70617,   4.79248,   2.82876
   2.43552,   1.29899,   6.66365,   9.58993,  -0.38838
   3.20051,   5.61480,   8.50544,   9.49844,   2.43130
   5.32241,   9.77073,   4.62024,   7.41276,   1.59294
   1.44716,   5.32563,   2.91248,   5.13938,   1.74164
   8.39833,   9.94637,   2.14609,   6.76428,   0.33521
   4.46475,   9.16945,   8.78728,   7.04801,  -2.70497
   3.14929,   4.48631,   2.45616,   8.59763,   0.21770
   8.10382,   6.20614,   9.78672,   7.57762,   0.85903
   8.34894,   1.02029,   8.91179,   1.27317,   0.95942
   3.92081,   1.05154,   2.68619,   4.60657,  -1.49411
   2.66838,   6.88016,   7.06377,   2.93847,  -1.02096
   2.33033,   4.18030,   2.04361,   9.51467,   0.24762
   3.68038,   5.50454,   3.58641,   8.88237,   0.34444
   9.60814,   6.48155,   3.41049,   5.82374,  -1.29560
   7.67930,   3.81547,   8.99160,   2.03735,   0.55561
   6.05762,   3.36676,   4.32838,   6.43124,  -1.27962
   9.11211,   2.74696,   5.63621,   6.11011, -13.43156
   9.46842,   7.79675,   4.96990,   2.36950,   0.64285
   1.42640,   4.06827,   6.71780,   1.38776,  -0.49566
   8.81726,   6.08384,   9.46379,   2.68288,   0.40311
   3.67315,   4.54889,   8.26677,   5.04127,  -0.27150
   9.03141,   8.18577,   4.54629,   1.03950,   0.24114
   1.47508,   8.10824,   3.32904,   4.43742,   5.98456
   2.84475,   8.54280,   1.43283,   7.12468,   1.00109
   7.95231,   4.65212,   5.02713,   5.19629, -19.50989
   8.88380,   7.71509,   5.43492,   1.22463,   0.27759
   3.55391,   5.81704,   1.64235,   5.88957,   0.53285
   9.19887,   2.35649,   2.13630,   3.53473,  -4.89289
   1.85686,   6.26562,   3.23657,   5.64780,   1.82843
   7.33925,   7.74504,   6.43642,   6.07808,  -1.13243
   9.53307,   6.76703,   1.50767,   7.04730,  -0.49932
   8.28708,   2.85918,   5.08370,   1.58784,   1.55267
   6.49460,   8.77769,   2.73497,   7.29890,   0.50025
   5.12631,   6.42807,   3.77722,   9.90654,   0.21238
   1.35284,   2.99926,   1.35841,   3.20867,   0.88984
   6.69038,   6.28252,   1.02528,   8.57630,  -0.05401
   5.24597,   8.09207,   7.82114,   4.66242,  -0.90103
   9.51214,   8.75824,   9.54274,   8.21697,   0.56865
   8.18361,   8.13873,   4.29617,   7.95864,  -0.01225
   5.42783,   8.81352,   4.54167,   4.61371,  46.99785
   5.45073,   6.98845,   9.80241,   4.67755,  -0.30005
   6.98443,   5.38554,   2.74656,   2.91941,  -9.24996
   7.97922,   6.47076,   4.55398,   8.03367,  -0.43350
   7.39615,   6.96640,   4.19314,   7.26988,  -0.13968
   7.46197,   7.28097,   3.67879,   9.00757,  -0.03397
   7.17542,   7.21045,   5.44103,   3.92876,  -0.02316
   5.11084,   3.23977,   1.01353,   9.80159,  -0.21291
   7.47967,   8.02144,   8.19253,   1.60853,  -0.08229
   7.38314,   5.90890,   6.56294,   9.31463,  -0.53576
   9.17700,   5.01728,   7.99344,   1.41614,   0.63244
   8.89770,   4.74091,   6.19548,   3.74332,   1.69516
   3.42351,   7.05253,   2.64950,   7.13303,   0.80941
   9.11165,   4.40439,   2.93805,   6.12749,  -1.47589
   8.25398,   7.52559,   9.24298,   6.41560,   0.25762
   1.03778,   6.91744,   6.72426,   8.48956,   3.33069
   1.16873,   5.92508,   4.93488,   3.35024,  -3.00154
   7.86386,   8.37459,   9.85157,   4.21720,  -0.09065
   3.94767,   9.97945,   3.68029,   1.21789,  -2.44955
   2.87807,   3.36482,   8.17848,   1.44491,  -0.07229
   8.36986,   9.40425,   1.63948,   5.52308,   0.26635
   9.09074,   2.51903,   7.39987,   8.55139,  -5.70696
   3.57165,   5.53987,   9.59539,   5.97175,  -0.54316
   4.50594,   3.50582,   3.73512,   8.06761,  -0.23084
   8.39935,   2.85860,   6.17442,   2.01803,   1.33307
   4.31783,   2.94055,   4.65041,   5.08359,  -3.17949
   2.51577,   2.80692,   7.02873,   4.19155,  -0.10262
   4.45642,   8.32034,   6.06962,   3.16812,  -1.33170
   1.21298,   9.24725,   8.56279,   7.48518,  -7.45561
   8.36815,   3.91990,   9.85533,   1.45921,   0.52980
   1.76108,   2.04979,   1.32420,   3.81633,   0.11585
   5.27961,   1.90589,   7.96934,   9.62868,  -2.03317
   9.44498,   7.58672,   6.46648,   3.52677,   0.63213
   1.71995,   6.27835,   8.43826,   3.96502,  -1.01904
   6.23721,   7.68420,   1.32563,   5.14300,   0.37906
   9.65085,   1.94146,   9.90178,   6.52408,   2.28243
   1.15246,   8.00062,   8.38160,   5.91673,  -2.77831
   9.76621,   6.92682,   3.59157,   6.06846,  -1.14635
   3.08152,   8.65243,   9.68814,   6.38236,  -1.68520
   7.63711,   2.02544,   1.28229,   6.61836,  -1.05165
   9.17956,   4.60202,   7.26682,   4.36143,   1.57554
   1.24758,   5.44710,   1.73018,   2.81370,   3.87580
   1.79246,   9.71240,   2.19084,   7.31591,   1.54533
   2.74035,   1.71721,   4.75922,   1.36450,   0.30139
   9.63683,   3.17934,   4.13753,   3.39936,   8.74797
   2.35476,   7.79276,   2.11886,   5.35400,   1.68092
   7.38379,   8.00384,   6.76199,   1.19034,  -0.11129
   5.07781,   7.12493,   1.80652,   5.87667,   0.50296
   3.74287,   2.70143,   5.41772,   1.22265,   0.24825
   7.87714,   9.99991,   6.45294,   6.02707,  -4.98454
   9.35182,   6.55728,   2.52913,   5.53566,  -0.92949
   1.78884,   8.62563,   1.04764,   8.41561,   0.92791
   7.67035,   5.35171,   6.34437,   3.08403,   0.71116
   5.07378,   9.50097,   1.29113,   6.22470,   0.89736
   8.48507,   7.73159,   1.38544,   9.00364,  -0.09891
   1.91828,   7.05483,   6.94940,   8.50294,   3.30636
   7.53245,   2.49583,   7.00577,   5.37725,   3.09275
   3.33002,   2.03665,   6.01925,   5.14168,   1.47380
   7.66297,   3.50252,   2.58090,   5.70814,  -1.33039
   9.24424,   4.24987,   9.66221,   1.20152,   0.59030
   9.78843,   7.45986,   1.81586,   8.19149,  -0.36523
   7.23316,   2.41363,   7.74379,   7.67624,  71.34956
   4.42212,   8.41878,   4.57257,   2.42512,  -1.86112
   7.01864,   5.64044,   8.46025,   9.98684,  -0.90280
   3.14470,   5.79480,   5.79164,   7.36246,   1.68709
   8.60389,   1.63750,   5.43531,   5.67575, -28.97338
   7.32821,   9.29652,   2.26323,   3.53762,   1.54450
   8.25706,   8.96778,   3.82752,   6.63721,   0.25295
   2.02973,   1.21051,   5.64329,   5.36808,   2.97676
   6.11438,   2.90592,   6.61331,   5.98061,   5.07102
   4.01062,   7.08477,   6.59470,   6.29535, -10.26941
   4.24716,   3.04977,   5.09321,   2.80450,   0.52317
   1.28052,   8.18264,   4.80190,   8.24317,   2.00569
   3.86349,   1.69790,   5.01315,   9.95479,  -0.43823
   1.39528,   4.45532,   8.06392,   3.89468,  -0.73396
   7.51326,   1.49251,   9.41714,   7.94989,   4.10342
   2.16148,   4.60574,   4.48970,   5.15479,   3.67508
   8.21655,   6.32252,   9.44109,   3.71638,   0.33085
   7.68214,   4.98974,   8.64284,   7.33547,   2.05939
   3.94468,   5.04525,   5.95198,   1.17843,  -0.23056
   3.27455,   7.49040,   4.53248,   6.36981,   2.29456
   5.62471,   5.83040,   9.62954,   4.30673,  -0.03864
   6.12103,   6.33384,   8.27513,   9.91112,   0.13008
   7.48435,   9.09896,   2.95460,   7.25976,   0.37504
   9.50235,   4.59399,   7.95216,   8.46394,  -9.59073
   5.19367,   6.68955,   3.25084,   2.34099,  -1.64409
   7.91410,   7.54225,   1.89301,   5.29124,  -0.10943
   3.62917,   6.15761,   6.06865,   5.07498,  -2.54452
   7.85262,   1.48730,   9.47144,   8.35514,   5.70213
   2.83722,   9.44851,   5.19130,   6.11259,   7.17616
   5.70667,   7.42364,   4.94430,   5.32039,   4.56534
   1.32785,   5.89182,   8.44834,   9.38511,   4.87203
   4.17493,   1.56415,   3.24942,   6.93616,  -0.70815
   4.58669,   6.66105,   5.27689,   4.92659,  -5.92168
   6.69437,   5.59323,   2.58195,   5.89454,  -0.33241
   3.86301,   9.41524,   1.56259,   5.07312,   1.58159
   8.94726,   8.72485,   1.75830,   4.51814,  -0.08059
   3.41038,   4.85599,   9.75767,   9.34330,  -3.48872
   6.76998,   6.64434,   3.29692,   9.59361,  -0.01995
   9.22420,   6.40913,   6.95236,   5.40150,   1.81518
   9.50000,   8.37307,   7.42301,   2.19540,   0.21557
   8.22225,   3.76532,   6.54052,   2.59919,   1.13082
   4.00821,   3.07901,   9.21697,   7.24223,   0.47054
   6.09289,   5.71460,   5.91810,   7.59074,  -0.22616
   8.31960,   5.81688,   5.45019,   1.74118,   0.67477
   6.63885,   8.54456,   4.15792,   6.78588,   0.72516
   3.58425,   6.82524,   9.01023,   1.29662,  -0.42017
   9.83970,   2.81441,   1.49046,   2.35936,  -8.08527
   8.05274,   1.75281,   4.17750,   3.11073,   5.90563
   4.17592,   4.82628,   2.55691,   3.27314,   0.90803
   6.36869,   2.81555,   2.55741,   7.89460,  -0.66573
   7.80259,   6.40812,   7.42090,   9.26455,  -0.75636
   1.37525,   7.90639,   1.82994,   8.24394,   1.01826
   5.41877,   9.78184,   3.24650,   4.71121,   2.97879
   9.57503,   8.56123,   7.54549,   6.73532,   1.25133
   6.43877,   3.17804,   2.06272,   6.61679,  -0.71600
   6.18417,   4.58212,   1.17327,   3.02736,  -0.86406
   1.82070,   2.63370,   7.57329,   7.30494,  -3.02960
   7.75512,   5.36636,   6.44771,   9.75702,  -0.72183
   4.76214,   1.62063,   8.60961,   4.47285,   0.75941
   5.14104,   8.65830,   8.86528,   6.20144,  -1.32037
   7.70133,   8.03366,   2.59041,   3.29955,   0.46864
   4.45368,   7.53135,   8.88047,   2.02104,  -0.44868
   4.99888,   8.44299,   6.93823,   7.02559,  39.42353
   4.40720,   8.14767,   5.55862,   3.68199,  -1.99319
   2.09457,   6.34053,   3.54857,   4.83317,   3.30527
   3.66898,   2.65606,   6.67844,   3.68668,   0.33857
   8.27880,   7.05979,   3.71871,   8.95316,  -0.23288
   3.79934,   3.48900,   8.19309,   7.02571,   0.26584
   3.14155,   9.31615,   5.61173,   2.33205,  -1.88268
   1.81219,   9.42844,   1.82799,   3.74766,   3.96747
   1.51245,   5.38400,   1.78083,   2.99175,   3.19722
   9.28484,   9.33853,   1.56369,   7.69778,   0.00875
   2.28890,   6.90985,   5.26615,   1.99540,  -1.41281
   1.98758,   2.30231,   9.27854,   8.52501,  -0.41767
   4.18273,   9.14839,   2.33068,   4.33094,   2.48251
   3.57685,   9.34575,   1.73032,   7.86227,   0.94079
   2.28650,   6.17233,   4.38788,   5.70556,   2.94899
   2.61817,   8.03351,   8.69144,   1.38931,  -0.74161
   6.53799,   3.03245,   4.73170,   7.96877,  -1.08293
   6.57351,   2.40523,   5.27643,   8.14190,  -1.45465
   4.80384,   5.54771,   7.43322,   5.11703,  -0.32116
   4.15862,   7.74681,   5.05727,   6.37816,   2.71651
   7.55954,   7.68035,   5.40872,   5.07120,  -0.35793
   6.10811,   8.99737,   3.67560,   4.95172,   2.26410
   1.92675,   5.22127,   3.90851,   2.96300,  -3.48440
