x1,x2,y1
   0.90809,   0.43809,   0.47000
   0.66907,   0.65746,   0.01162
   0.27474,   0.22458,   0.05015
   0.79969,   0.70782,   0.09187
   0.30695,   0.86201,  -0.55505
   0.23311,   0.21421,   0.01890
   0.60968,   0.98877,  -0.37909
   0.55907,   0.36150,   0.19756
   0.40453,   0.94104,  -0.53651
   0.32766,   0.79331,  -0.46565
   0.80181,   0.86817,  -0.06636
   0.14288,   0.27112,  -0.12824
   0.06734,   0.61855,  -0.55122
   0.52512,   0.23328,   0.29184
   0.02358,   0.90322,  -0.87963
   0.67752,   0.16301,   0.51451
   0.32449,   0.28509,   0.03940
   0.47752,   0.43258,   0.04494
   0.74546,   0.56810,   0.17736
   0.95547,   0.67240,   0.28307
   0.77156,   0.13860,   0.63296
   0.09580,   0.35194,  -0.25613
   0.52758,   0.09146,   0.43612
   0.89309,   0.86977,   0.02332
   0.69659,   0.58173,   0.11486
   0.28733,   0.32904,  -0.04171
   0.09402,   0.59226,  -0.49824
   0.12029,   0.74499,  -0.62470
   0.15052,   0.07953,   0.07099
   0.96646,   0.50737,   0.45909
   0.27995,   0.29857,  -0.01862
   0.12832,   0.29763,  -0.16931
   0.22962,   0.47246,  -0.24284
   0.34533,   0.06884,   0.27649
   0.94090,   0.99721,  -0.05632
   0.93863,   0.94688,  -0.00824
   0.71587,   0.68405,   0.03181
   0.15381,   0.75336,  -0.59956
   0.96862,   0.97980,  -0.01118
   0.76917,   0.47195,   0.29722
   0.30782,   0.67705,  -0.36923
   0.17044,   0.23393,  -0.06349
   0.04245,   0.62404,  -0.58159
   0.83071,   0.97033,  -0.13963
   0.33137,   0.35419,  -0.02282
   0.64254,   0.64941,  -0.00687
   0.42634,   0.60494,  -0.17860
   0.51231,   0.72872,  -0.21642
   0.52043,   0.65473,  -0.13430
   0.39795,   0.20967,   0.18828
   0.15162,   0.51965,  -0.36804
   0.37637,   0.25654,   0.11983
   0.60933,   0.99723,  -0.38790
   0.41378,   0.58844,  -0.17466
   0.23525,   0.44699,  -0.21174
   0.44478,   0.75680,  -0.31202
   0.69283,   0.38264,   0.31018
   0.21999,   0.87849,  -0.65850
   0.48500,   0.46437,   0.02062
   0.19821,   0.98869,  -0.79048
   0.94460,   0.91737,   0.02723
   0.68767,   0.95881,  -0.27114
   0.50169,   0.56044,  -0.05874
   0.12476,   0.42839,  -0.30363
   0.71086,   0.01799,   0.69287
   0.23785,   0.09691,   0.14094
   0.55660,   0.21724,   0.33936
   0.93625,   0.36854,   0.56771
   0.00069,   0.93166,  -0.93097
   0.96559,   0.20851,   0.75708
   0.16074,   0.73321,  -0.57247
   0.43139,   0.73857,  -0.30718
   0.16388,   0.74032,  -0.57643
   0.87173,   0.03324,   0.83849
   0.30503,   0.59723,  -0.29220
   0.37701,   0.75901,  -0.38199
   0.72659,   0.44791,   0.27867
   0.83873,   0.36988,   0.46884
   0.69920,   0.17881,   0.52039
   0.59332,   0.01941,   0.57390
   0.41147,   0.34866,   0.06281
   0.62773,   0.46063,   0.16711
   0.98512,   0.77920,   0.20592
   0.31249,   0.82903,  -0.51654
   0.93121,   0.27477,   0.65643
   0.57623,   0.71125,  -0.13502
   0.65020,   0.55681,   0.09339
   0.06321,   0.26190,  -0.19869
   0.02997,   0.61895,  -0.58899
   0.11483,   0.27966,  -0.16483
   0.17413,   0.56293,  -0.38879
   0.04915,   0.56792,  -0.51877
   0.80562,   0.77773,   0.02789
   0.90183,   0.93174,  -0.02991
   0.50810,   0.15781,   0.35029
   0.77318,   0.11210,   0.66108
   0.54075,   0.21004,   0.33071
   0.98177,   0.62692,   0.35485
   0.32957,   0.42080,  -0.09123
   0.63886,   0.07172,   0.56714
   0.50888,   0.21579,   0.29309
   0.04164,   0.45689,  -0.41525
   0.52173,   0.43452,   0.08721
   0.89861,   0.67112,   0.22749
   0.21186,   0.65127,  -0.43941
   0.29703,   0.37340,  -0.07637
   0.88241,   0.32469,   0.55772
   0.19436,   0.08190,   0.11246
   0.87843,   0.10628,   0.77216
   0.16045,   0.99020,  -0.82976
   0.16511,   0.03917,   0.12594
   0.51271,   0.50705,   0.00566
   0.97274,   0.27360,   0.69914
   0.25279,   0.70897,  -0.45618
   0.23365,   0.62801,  -0.39436
   0.67703,   0.54839,   0.12864
   0.95097,   0.24596,   0.70500
   0.04850,   0.33577,  -0.28726
   0.96556,   0.79628,   0.16928
   0.59599,   0.45868,   0.13731
   0.56468,   0.80829,  -0.24361
   0.60138,   0.62477,  -0.02339
   0.90929,   0.58647,   0.32282
   0.12934,   0.98982,  -0.86048
   0.25348,   0.99600,  -0.74252
   0.34412,   0.54775,  -0.20363
   0.52763,   0.65183,  -0.12420
   0.61094,   0.46979,   0.14115
   0.44931,   0.17631,   0.27300
   0.85648,   0.06441,   0.79208
   0.63406,   0.75068,  -0.11661
   0.77522,   0.92961,  -0.15439
   0.70701,   0.84773,  -0.14072
   0.90709,   0.03081,   0.87628
   0.80747,   0.21725,   0.59022
   0.17115,   0.25650,  -0.08535
   0.92364,   0.84000,   0.08363
   0.10543,   0.17144,  -0.06600
   0.37354,   0.72802,  -0.35448
   0.56429,   0.79677,  -0.23249
   0.96011,   0.40571,   0.55440
   0.06472,   0.43247,  -0.36774
   0.17814,   0.89355,  -0.71541
   0.37845,   0.37498,   0.00347
   0.00741,   0.74530,  -0.73789
   0.32237,   0.73061,  -0.40824
   0.41883,   0.01802,   0.40082
   0.52691,   0.63325,  -0.10634
   0.22095,   0.29931,  -0.07836
   0.45124,   0.51511,  -0.06387
   0.94167,   0.58620,   0.35547
   0.44324,   0.98392,  -0.54069
   0.71586,   0.89992,  -0.18406
   0.12811,   0.93835,  -0.81024
   0.14523,   0.61261,  -0.46738
   0.44110,   0.51837,  -0.07727
   0.31176,   0.81111,  -0.49935
   0.93144,   0.43264,   0.49881
   0.32148,   0.10221,   0.21927
   0.24424,   0.58028,  -0.33604
   0.50534,   0.69526,  -0.18992
   0.09978,   0.54321,  -0.44342
   0.47716,   0.46866,   0.00850
   0.63525,   0.19352,   0.44173
   0.63363,   0.13764,   0.49599
   0.16550,   0.32720,  -0.16169
   0.82136,   0.55345,   0.26791
   0.28305,   0.38442,  -0.10137
   0.57042,   0.48358,   0.08684
   0.81714,   0.63120,   0.18594
   0.60297,   0.70914,  -0.10617
   0.87309,   0.04162,   0.83147
   0.37249,   0.85026,  -0.47778
   0.84651,   0.82278,   0.02374
   0.33790,   0.51546,  -0.17755
   0.74769,   0.33754,   0.41014
   0.19116,   0.06032,   0.13084
   0.48960,   0.52889,  -0.03930
   0.43830,   0.04658,   0.39172
   0.25291,   0.27940,  -0.02649
   0.52518,   0.62974,  -0.10456
   0.61144,   0.26922,   0.34223
   0.82020,   0.12142,   0.69878
   0.50796,   0.79491,  -0.28695
   0.00484,   0.85929,  -0.85445
   0.78416,   0.77566,   0.00850
   0.06303,   0.34640,  -0.28337
   0.22030,   0.09255,   0.12776
   0.32877,   0.50938,  -0.18060
   0.45573,   0.26869,   0.18704
   0.06369,   0.96616,  -0.90247
   0.83414,   0.36296,   0.47117
   0.86555,   0.03503,   0.83052
   0.87574,   0.63372,   0.24202
   0.41679,   0.45195,  -0.03516
   0.37394,   0.74844,  -0.37450
   0.44068,   0.66174,  -0.22105
   0.46506,   0.67371,  -0.20865
   0.89802,   0.32102,   0.57700
   0.13174,   0.01771,   0.11404
   0.28203,   0.38114,  -0.09911
   0.90804,   0.35995,   0.54809
   0.83552,   0.17206,   0.66346
   0.52565,   0.80825,  -0.28260
   0.72868,   0.53425,   0.19443
   0.93038,   0.32741,   0.60297
   0.71548,   0.50545,   0.21003
   0.20111,   0.88645,  -0.68534
   0.44980,   0.19116,   0.25864
   0.23993,   0.79270,  -0.55276
   0.59744,   0.23990,   0.35754
   0.72890,   0.64740,   0.08149
   0.85038,   0.39461,   0.45577
   0.29339,   0.80845,  -0.51507
   0.57549,   0.64194,  -0.06645
   0.80482,   0.25911,   0.54571
   0.37375,   0.17497,   0.19878
   0.58760,   0.98113,  -0.39353
   0.40630,   0.96506,  -0.55876
   0.08792,   0.90686,  -0.81894
   0.56809,   0.51559,   0.05250
   0.65073,   0.78953,  -0.13880
   0.85575,   0.90683,  -0.05108
   0.35351,   0.39606,  -0.04255
   0.31876,   0.96968,  -0.65092
   0.60517,   0.67926,  -0.07409
   0.42772,   0.42351,   0.00422
   0.38415,   0.21783,   0.16632
   0.76098,   0.35709,   0.40390
   0.30024,   0.12182,   0.17842
   0.99117,   0.86915,   0.12202
   0.09960,   0.19518,  -0.09557
   0.75470,   0.76688,  -0.01219
   0.52607,   0.35354,   0.17253
   0.56473,   0.74751,  -0.18278
   0.48923,   0.66834,  -0.17911
   0.95510,   0.27572,   0.67938
   0.58690,   0.64582,  -0.05892
   0.16466,   0.41776,  -0.25310
   0.22413,   0.49194,  -0.26781
   0.15726,   0.80132,  -0.64406
   0.06577,   0.23052,  -0.16475
   0.06914,   0.01585,   0.05329
   0.76505,   0.24266,   0.52239
   0.75846,   0.57719,   0.18126
   0.93468,   0.55805,   0.37663
   0.63999,   0.94754,  -0.30755
   0.39560,   0.94553,  -0.54993
   0.31631,   0.08254,   0.23378
   0.17244,   0.26268,  -0.09024
   0.29676,   0.98618,  -0.68942
   0.93820,   0.85457,   0.08363
   0.78891,   0.56172,   0.22718
   0.86078,   0.55697,   0.30381
   0.47914,   0.06013,   0.41901
   0.00619,   0.86826,  -0.86208
   0.56593,   0.64036,  -0.07443
   0.74428,   0.16015,   0.58414
   0.02353,   0.90224,  -0.87871
   0.55107,   0.32883,   0.22224
   0.24886,   0.54665,  -0.29779
   0.10418,   0.07270,   0.03148
   0.01650,   0.73918,  -0.72268
   0.76278,   0.50384,   0.25895
   0.74206,   0.77570,  -0.03364
   0.69620,   0.58418,   0.11203
   0.98560,   0.43230,   0.55330
   0.03354,   0.49541,  -0.46187
   0.95638,   0.41203,   0.54434
   0.90436,   0.27942,   0.62494
   0.62568,   0.52939,   0.09629
   0.97373,   0.16380,   0.80994
   0.44351,   0.09615,   0.34736
   0.36150,   0.25897,   0.10254
   0.99685,   0.11828,   0.87857
   0.03782,   0.05460,  -0.01679
   0.64127,   0.33446,   0.30681
   0.16249,   0.16017,   0.00232
   0.08613,   0.12106,  -0.03493
   0.66402,   0.68574,  -0.02172
   0.44501,   0.37366,   0.07135
   0.50986,   0.41594,   0.09391
   0.47547,   0.05060,   0.42487
   0.24970,   0.91960,  -0.66990
   0.14631,   0.50100,  -0.35469
   0.06399,   0.80910,  -0.74511
   0.10582,   0.81229,  -0.70647
   0.02414,   0.85823,  -0.83409
   0.50648,   0.19707,   0.30941
   0.95442,   0.77980,   0.17462
   0.87039,   0.87249,  -0.00210
   0.79091,   0.81162,  -0.02070
   0.94010,   0.69274,   0.24736
   0.80843,   0.84263,  -0.03420
   0.55625,   0.80950,  -0.25325
   0.02902,   0.51885,  -0.48983
   0.69399,   0.27423,   0.41976
   0.60619,   0.40787,   0.19832
   0.55854,   0.60327,  -0.04473
   0.55434,   0.01830,   0.53604
   0.14326,   0.65597,  -0.51271
   0.61335,   0.43453,   0.17882
   0.09872,   0.05424,   0.04448
   0.44999,   0.97656,  -0.52657
   0.16422,   0.50094,  -0.33672
   0.86088,   0.38109,   0.47978
   0.32420,   0.54465,  -0.22045
   0.95522,   0.63526,   0.31996
   0.59376,   0.26280,   0.33096
   0.90327,   0.61412,   0.28916
   0.07893,   0.62439,  -0.54546
   0.10976,   0.93637,  -0.82661
   0.95835,   0.43909,   0.51926
   0.51523,   0.06592,   0.44931
   0.29508,   0.52688,  -0.23180
   0.52633,   0.65297,  -0.12664
   0.97706,   0.04424,   0.93281
   0.64701,   0.76885,  -0.12184
   0.54585,   0.03199,   0.51385
   0.47967,   0.35145,   0.12822
   0.05699,   0.55436,  -0.49736
   0.11365,   0.67898,  -0.56533
   0.68256,   0.53375,   0.14881
   0.51355,   0.80646,  -0.29291
   0.80955,   0.81876,  -0.00921
   0.68153,   0.60746,   0.07407
   0.90708,   0.47717,   0.42991
   0.60570,   0.08385,   0.52185
   0.38253,   0.29016,   0.09237
   0.70938,   0.62328,   0.08610
   0.21982,   0.05361,   0.16621
   0.66275,   0.86229,  -0.19953
   0.13540,   0.10854,   0.02686
   0.20764,   0.57519,  -0.36755
   0.77684,   0.85643,  -0.07959
   0.70861,   0.50323,   0.20538
   0.32390,   0.44410,  -0.12020
   0.95934,   0.60768,   0.35166
   0.64929,   0.28341,   0.36588
   0.41634,   0.05504,   0.36130
   0.40171,   0.21796,   0.18374
   0.86389,   0.86208,   0.00182
   0.54455,   0.74736,  -0.20281
   0.52027,   0.51066,   0.00961
   0.86273,   0.62420,   0.23853
   0.72122,   0.63273,   0.08849
   0.62847,   0.18892,   0.43954
   0.03679,   0.09563,  -0.05885
   0.28279,   0.14030,   0.14249
   0.58318,   0.95530,  -0.37212
   0.96348,   0.85326,   0.11023
   0.60858,   0.82348,  -0.21490
   0.48445,   0.35206,   0.13239
   0.75138,   0.91308,  -0.16170
   0.10436,   0.97393,  -0.86957
   0.08314,   0.44348,  -0.36035
   0.33795,   0.93960,  -0.60165
   0.26769,   0.88186,  -0.61417
   0.05654,   0.18610,  -0.12956
   0.20205,   0.97101,  -0.76896
   0.60460,   0.18177,   0.42282
   0.52487,   0.05624,   0.46863
   0.30711,   0.09330,   0.21381
   0.87253,   0.37924,   0.49329
   0.27444,   0.20268,   0.07176
   0.00628,   0.35334,  -0.34706
   0.95618,   0.62741,   0.32877
   0.52023,   0.78530,  -0.26508
   0.51545,   0.88558,  -0.37013
   0.65765,   0.40330,   0.25435
   0.62636,   0.43134,   0.19502
   0.22730,   0.15884,   0.06846
   0.55174,   0.57019,  -0.01845
   0.58507,   0.57320,   0.01188
   0.04640,   0.40422,  -0.35782
   0.89421,   0.26198,   0.63223
   0.22722,   0.84890,  -0.62168
   0.48483,   0.08691,   0.39792
   0.62911,   0.27992,   0.34919
   0.37322,   0.34859,   0.02462
   0.05150,   0.49065,  -0.43915
   0.90339,   0.68479,   0.21860
   0.31610,   0.18369,   0.13241
   0.83732,   0.50415,   0.33317
   0.28288,   0.72154,  -0.43866
   0.70704,   0.78309,  -0.07605
   0.13299,   0.13625,  -0.00326
   0.37608,   0.33077,   0.04531
   0.81297,   0.19802,   0.61494
   0.55620,   0.42824,   0.12796
   0.03968,   0.94313,  -0.90346
   0.20943,   0.86955,  -0.66012
   0.25202,   0.77168,  -0.51966
   0.57161,   0.27139,   0.30022
   0.99038,   0.22519,   0.76519
   0.15811,   0.18598,  -0.02787
   0.80221,   0.76103,   0.04118
   0.52662,   0.77634,  -0.24973
   0.10043,   0.83435,  -0.73392
   0.10264,   0.08945,   0.01319
   0.21651,   0.53263,  -0.31611
   0.37903,   0.93442,  -0.55538
   0.23700,   0.17391,   0.06309
   0.05998,   0.76859,  -0.70861
   0.44868,   0.83513,  -0.38645
   0.04540,   0.77493,  -0.72953
   0.12788,   0.44944,  -0.32156
   0.62093,   0.35919,   0.26174
   0.90466,   0.17348,   0.73117
   0.44166,   0.91087,  -0.46921
   0.93205,   0.77350,   0.15856
   0.83807,   0.44748,   0.39059
   0.01861,   0.38305,  -0.36444
   0.64047,   0.09227,   0.54820
   0.33242,   0.18541,   0.14700
   0.51666,   0.80750,  -0.29084
   0.63993,   0.79519,  -0.15526
   0.74395,   0.33932,   0.40462
   0.84331,   0.99744,  -0.15413
   0.64912,   0.92114,  -0.27202
   0.20978,   0.14719,   0.06259
   0.52086,   0.21318,   0.30768
   0.16426,   0.43303,  -0.26876
   0.31268,   0.56342,  -0.25074
   0.62861,   0.36611,   0.26251
   0.07230,   0.32924,  -0.25694
   0.63723,   0.36447,   0.27275
   0.18995,   0.73976,  -0.54980
   0.55528,   0.60284,  -0.04757
   0.19630,   0.81836,  -0.62206
   0.48582,   0.64241,  -0.15659
   0.75013,   0.14076,   0.60937
   0.10123,   0.14624,  -0.04501
   0.57848,   0.89115,  -0.31267
   0.27913,   0.90124,  -0.62211
   0.64635,   0.15460,   0.49175
   0.16137,   0.89884,  -0.73747
   0.15112,   0.55378,  -0.40266
   0.71883,   0.07030,   0.64852
   0.24717,   0.98072,  -0.73355
   0.14805,   0.50277,  -0.35472
   0.60312,   0.43658,   0.16655
   0.22471,   0.46191,  -0.23721
   0.67593,   0.29037,   0.38556
   0.04509,   0.61225,  -0.56716
   0.73113,   0.44625,   0.28488
   0.42645,   0.84581,  -0.41937
   0.60110,   0.83153,  -0.23042
   0.68549,   0.05969,   0.62581
   0.81102,   0.06493,   0.74609
   0.92099,   0.81898,   0.10201
   0.30774,   0.22419,   0.08356
   0.52403,   0.50709,   0.01694
   0.39704,   0.75034,  -0.35330
   0.68286,   0.19666,   0.48619
   0.03202,   0.72846,  -0.69644
   0.38444,   0.93730,  -0.55286
   0.43298,   0.78457,  -0.35159
   0.75590,   0.59043,   0.16547
   0.91122,   0.48810,   0.42312
   0.50096,   0.11576,   0.38520
   0.61317,   0.22140,   0.39176
   0.28280,   0.95745,  -0.67465
   0.32004,   0.32552,  -0.00548
   0.96006,   0.14397,   0.81609
   0.85428,   0.92001,  -0.06573
   0.53646,   0.35948,   0.17698
   0.34678,   0.37391,  -0.02713
   0.60318,   0.39651,   0.20668
   0.09662,   0.96378,  -0.86716
   0.57095,   0.60337,  -0.03242
   0.82789,   0.16946,   0.65843
   0.19885,   0.57458,  -0.37573
   0.06439,   0.04707,   0.01731
   0.36078,   0.94161,  -0.58083
   0.60894,   0.06801,   0.54092
   0.49473,   0.61528,  -0.12055
   0.70225,   0.87362,  -0.17137
   0.12578,   0.29621,  -0.17043
   0.63935,   0.54157,   0.09778
   0.22985,   0.09569,   0.13416
   0.05534,   0.92416,  -0.86883
   0.37031,   0.49804,  -0.12773
   0.32789,   0.70217,  -0.37428
   0.34419,   0.03421,   0.30998
   0.64940,   0.14152,   0.50788
   0.10849,   0.31797,  -0.20948
   0.52260,   0.20145,   0.32115
   0.49670,   0.37601,   0.12069
   0.84084,   0.90451,  -0.06367
   0.29369,   0.90949,  -0.61580
   0.06754,   0.53874,  -0.47120
   0.05100,   0.04832,   0.00268
   0.73420,   0.34721,   0.38699
   0.97967,   0.36473,   0.61494
   0.88683,   0.88600,   0.00084
   0.23168,   0.78695,  -0.55526
   0.28429,   0.68496,  -0.40066
   0.52424,   0.46711,   0.05713
   0.49448,   0.20050,   0.29398
   0.42422,   0.79273,  -0.36851
   0.57706,   0.17054,   0.40652
   0.38104,   0.04300,   0.33803
   0.10407,   0.71846,  -0.61439
   0.74834,   0.33255,   0.41579
   0.33792,   0.65972,  -0.32180
   0.47195,   0.48578,  -0.01382
   0.94343,   0.87982,   0.06361
   0.60072,   0.22802,   0.37270
   0.92721,   0.07044,   0.85676
   0.23511,   0.68228,  -0.44717
   0.72596,   0.55707,   0.16889
   0.26969,   0.77378,  -0.50409
   0.40353,   0.38519,   0.01834
   0.03767,   0.87331,  -0.83564
   0.04069,   0.62343,  -0.58274
   0.36882,   0.04544,   0.32338
   0.23959,   0.99889,  -0.75930
   0.94459,   0.83453,   0.11006
   0.88308,   0.19579,   0.68729
   0.30048,   0.08492,   0.21556
   0.69898,   0.78190,  -0.08292
   0.11519,   0.26106,  -0.14586
   0.70995,   0.36762,   0.34233
   0.83292,   0.93909,  -0.10617
   0.05836,   0.25584,  -0.19749
   0.62089,   0.48279,   0.13810
   0.41113,   0.92905,  -0.51792
   0.07789,   0.10999,  -0.03210
   0.09108,   0.15223,  -0.06114
   0.69839,   0.77769,  -0.07930
   0.15320,   0.33050,  -0.17730
   0.35781,   0.09495,   0.26287
   0.20367,   0.29348,  -0.08981
   0.19698,   0.02581,   0.17116
   0.63316,   0.38248,   0.25068
   0.44246,   0.41348,   0.02898
   0.48451,   0.59763,  -0.11312
   0.39486,   0.71327,  -0.31841
   0.37822,   0.22943,   0.14879
   0.33044,   0.39402,  -0.06358
   0.07824,   0.27057,  -0.19233
   0.16557,   0.22839,  -0.06282
   0.55430,   0.45637,   0.09793
   0.23430,   0.18004,   0.05425
   0.34941,   0.62923,  -0.27982
   0.76278,   0.74650,   0.01628
   0.88004,   0.70226,   0.17778
   0.27586,   0.02240,   0.25345
   0.67985,   0.54357,   0.13628
   0.10337,   0.94079,  -0.83742
   0.56218,   0.68431,  -0.12213
   0.67430,   0.70897,  -0.03467
   0.67415,   0.64327,   0.03088
   0.90410,   0.37515,   0.52895
   0.36304,   0.73243,  -0.36939
   0.30141,   0.31915,  -0.01773
   0.09291,   0.65839,  -0.56549
   0.24181,   0.67514,  -0.43333
   0.89887,   0.34681,   0.55206
   0.38655,   0.98869,  -0.60214
   0.30644,   0.21836,   0.08809
   0.70099,   0.77119,  -0.07020
   0.39378,   0.80964,  -0.41586
   0.54903,   0.02523,   0.52380
   0.54468,   0.59622,  -0.05154
   0.14024,   0.58488,  -0.44464
   0.86664,   0.07573,   0.79091
   0.47336,   0.93331,  -0.45995
   0.29198,   0.02419,   0.26779
   0.45280,   0.04669,   0.40611
   0.63220,   0.96699,  -0.33478
   0.93671,   0.24788,   0.68883
   0.08033,   0.98850,  -0.90817
   0.77622,   0.46488,   0.31134
   0.78012,   0.50811,   0.27201
   0.19473,   0.54428,  -0.34954
   0.61194,   0.77417,  -0.16223
   0.38656,   0.59457,  -0.20800
   0.56774,   0.88977,  -0.32203
   0.69121,   0.25059,   0.44061
   0.57432,   0.20438,   0.36994
   0.81720,   0.74299,   0.07421
   0.83228,   0.30836,   0.52392
   0.79794,   0.59571,   0.20223
   0.52007,   0.25711,   0.26296
   0.09356,   0.47766,  -0.38410
   0.77397,   0.34979,   0.42418
   0.63303,   0.85583,  -0.22280
   0.30943,   0.12466,   0.18477
   0.50677,   0.92800,  -0.42124
   0.43278,   0.06541,   0.36737
   0.46083,   0.09317,   0.36766
   0.59352,   0.87354,  -0.28002
   0.00405,   0.14698,  -0.14292
   0.52358,   0.43188,   0.09170
   0.23844,   0.77903,  -0.54059
   0.63014,   0.63329,  -0.00315
   0.59453,   0.73967,  -0.14514
   0.82198,   0.58898,   0.23299
   0.93062,   0.88768,   0.04294
   0.89232,   0.35759,   0.53473
   0.95484,   0.93268,   0.02215
   0.86415,   0.83712,   0.02704
   0.78119,   0.71290,   0.06829
   0.48956,   0.06660,   0.42297
   0.41562,   0.73169,  -0.31607
   0.01069,   0.80453,  -0.79385
   0.80064,   0.69161,   0.10902
   0.91420,   0.55533,   0.35887
   0.38665,   0.55066,  -0.16401
   0.64005,   0.27313,   0.36691
   0.78854,   0.27899,   0.50954
   0.95785,   0.49133,   0.46652
   0.65461,   0.25110,   0.40351
   0.62749,   0.73232,  -0.10483
   0.92667,   0.06577,   0.86089
   0.09637,   0.96676,  -0.87039
   0.80058,   0.99142,  -0.19083
   0.32835,   0.84215,  -0.51380
   0.09032,   0.95192,  -0.86161
   0.17658,   0.28786,  -0.11128
   0.95838,   0.44159,   0.51679
   0.17134,   0.31676,  -0.14543
   0.38508,   0.82379,  -0.43870
   0.47250,   0.38528,   0.08722
   0.14357,   0.31879,  -0.17522
   0.96385,   0.74362,   0.22024
   0.42568,   0.24000,   0.18568
   0.08009,   0.20086,  -0.12077
   0.58044,   0.39992,   0.18051
   0.70965,   0.71513,  -0.00548
   0.66266,   0.49876,   0.16389
   0.71579,   0.35318,   0.36262
   0.10750,   0.92659,  -0.81909
   0.86982,   0.31579,   0.55403
   0.80706,   0.83925,  -0.03219
   0.00996,   0.24528,  -0.23532
   0.25415,   0.16607,   0.08808
   0.81501,   0.44438,   0.37063
   0.92841,   0.86565,   0.06276
   0.37686,   0.56528,  -0.18841
   0.47555,   0.60533,  -0.12978
   0.27606,   0.77471,  -0.49865
   0.28557,   0.83712,  -0.55155
   0.20817,   0.63622,  -0.42805
   0.60108,   0.50535,   0.09572
   0.88583,   0.46261,   0.42322
   0.94213,   0.90853,   0.03360
   0.72909,   0.77846,  -0.04937
   0.05836,   0.06104,  -0.00268
   0.34356,   0.72537,  -0.38181
   0.73919,   0.82343,  -0.08424
   0.14663,   0.30881,  -0.16217
   0.31874,   0.71629,  -0.39754
   0.10037,   0.95400,  -0.85363
   0.12669,   0.86111,  -0.73442
   0.93577,   0.76845,   0.16732
   0.01594,   0.23214,  -0.21620
   0.70587,   0.82075,  -0.11487
   0.01996,   0.40837,  -0.38842
   0.40088,   0.46350,  -0.06263
   0.92973,   0.56956,   0.36017
   0.62760,   0.88283,  -0.25524
   0.64682,   0.13899,   0.50783
   0.19676,   0.05102,   0.14573
   0.07730,   0.93605,  -0.85875
   0.58935,   0.74588,  -0.15653
   0.18689,   0.85917,  -0.67227
   0.86947,   0.83171,   0.03776
   0.42631,   0.04834,   0.37797
   0.13660,   0.86375,  -0.72715
   0.07218,   0.56958,  -0.49740
   0.67884,   0.20414,   0.47470
   0.44649,   0.42809,   0.01840
   0.15752,   0.04649,   0.11103
   0.28842,   0.99114,  -0.70272
   0.43564,   0.44208,  -0.00645
   0.94081,   0.01553,   0.92528
   0.40268,   0.22465,   0.17803
   0.54451,   0.35778,   0.18674
   0.49348,   0.95181,  -0.45833
   0.13694,   0.27241,  -0.13546
   0.10703,   0.34088,  -0.23385
   0.45473,   0.26372,   0.19101
