x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y1
   0.04900,   5.58638,   4.88687,   6.01031,   7.39956,   4.46545,   3.39022,   8.52636,   0.16811,   4.50062,  44.98288
   1.13184,   1.21593,   2.07638,   1.78449,   9.54839,   6.60778,   7.38564,   8.53067,   3.67622,   7.86237,  49.81971
   8.32294,   1.31316,   3.82152,   8.39058,   5.26853,   1.98589,   6.87510,   2.63435,   3.46471,   8.62655,  50.70333
   6.14578,   8.88757,   8.28875,   9.85398,   9.11500,   3.92393,   1.13744,   7.86679,   0.13819,   8.11743,  63.47485
   1.48597,   0.53808,   4.30251,   8.90177,   7.58236,   4.26049,   6.98435,   5.81820,   9.59256,   1.97355,  51.43985
   6.49106,   5.73837,   7.73265,   2.92044,   1.02680,   0.11047,   7.33419,   5.77530,   6.61558,   5.29775,  49.04260
   3.92507,   1.96464,   2.58540,   3.23156,   2.57503,   8.14444,   7.79062,   6.31360,   6.04873,   4.41701,  46.99609
   8.71309,   5.64759,   5.77826,   3.54917,   1.16423,   7.05703,   9.52837,   8.26316,   8.56963,   2.14499,  60.41552
   7.90016,   8.62719,   6.49004,   2.67054,   6.99314,   7.22359,   5.81187,   6.96239,   9.48588,   6.77973,  68.94453
   2.22888,   2.61446,   3.77811,   7.04725,   1.08239,   0.14264,   3.82608,   8.10990,   4.46069,   1.78880,  35.07921
   8.18373,   8.18479,   9.43414,   1.56190,   5.40836,   6.84258,   5.38811,   8.36361,   1.08744,   2.92961,  57.38427
   3.43676,   0.14000,   0.15735,   2.60850,   8.17226,   3.39874,   3.71463,   6.66261,   2.32677,   2.09408,  32.71171
   8.01350,   1.05896,   6.45766,   6.24165,   7.45804,   8.74230,   2.23744,   3.08238,   3.00042,   8.65566,  54.94800
   1.01157,   1.95852,   9.53416,   6.94885,   1.36952,   0.87204,   0.25444,   4.82304,   4.54257,   0.25629,  31.57100
   3.15137,   5.81734,   8.42309,   5.12700,   9.68487,   9.78552,   9.70759,   5.80068,   7.97961,   6.32756,  71.80464
   8.39457,   4.13928,   5.04190,   0.89968,   1.71347,   8.56602,   9.22141,   1.74125,   2.26109,   6.23323,  48.21191
   4.25228,   8.53354,   0.69389,   5.30396,   0.69952,   0.80789,   6.03254,   6.46051,   4.32234,   9.91240,  47.01889
   4.61500,   0.91320,   9.90003,   0.34258,   4.77239,   7.27938,   1.31804,   0.16306,   8.53391,   7.59262,  45.43019
   5.04325,   1.30162,   1.06891,   5.72128,   0.91448,   8.98916,   1.05724,   3.71843,   2.37803,   6.40711,  36.59951
   3.24531,   5.21765,   2.25739,   4.14747,   4.62904,   7.81949,   5.33983,   9.31153,   9.66124,   4.48866,  56.11761
   2.69929,   9.98059,   3.46330,   3.31684,   2.20322,   6.36618,   0.98491,   9.64997,   3.89746,   1.96469,  44.52643
   2.97865,   0.60465,   5.03828,   0.75501,   4.57749,   1.52782,   4.26997,   2.66413,   4.02911,   6.97029,  33.41539
   6.09173,   2.24118,   5.20894,   5.51576,   8.67362,   6.02196,   7.52120,   0.03805,   3.86845,   9.52575,  54.70663
   7.54812,   8.17646,   1.35310,   9.61184,   5.88888,   2.54685,   6.03830,   7.40741,   0.21505,   4.33178,  53.11779
   4.21353,   9.82751,   1.47944,   7.54067,   1.44973,   3.95334,   4.12125,   0.02030,   1.28699,   7.66261,  41.55537
   4.78199,   9.41614,   2.10389,   1.03140,   1.41616,   0.39872,   1.03080,   8.98699,   2.93402,   6.07850,  38.17860
   9.26645,   6.05448,   9.47361,   8.69675,   7.54193,   7.17345,   6.74181,   4.85705,   2.50282,   6.25634,  68.56467
   3.43906,   0.29725,   1.36228,   1.97098,   7.45436,   7.18244,   0.26919,   2.82445,   6.39174,   5.27390,  36.46565
   3.45009,   3.83544,   2.90187,   7.49373,   5.31180,   5.58446,   5.20083,   9.73966,   1.41219,   1.28252,  46.21258
   5.11130,   0.82648,   3.18483,   5.31731,   4.07612,   0.98480,   0.60151,   3.71875,   5.41818,   9.84003,  39.07933
   4.94178,   5.59022,   4.62024,   7.94489,   9.48950,   8.29804,   4.52424,   5.64175,   1.51630,   6.15800,  58.72497
   1.46705,   8.43524,   2.77408,   3.06080,   4.42361,   4.81004,   7.27617,   0.08198,   1.05114,   3.36024,  36.74035
   1.58096,   2.70507,   4.48733,   9.43907,   7.31613,   1.11176,   2.74158,   7.88981,   6.18406,   9.22142,  52.67718
   4.48005,   1.72280,   7.43172,   0.11566,   9.91393,   5.98419,   7.40700,   6.82218,   6.60025,   1.09537,  51.57315
   5.07409,   2.75784,   1.77862,   8.36680,   8.00131,   6.85531,   6.65170,   0.72395,   2.45801,   4.10488,  46.77253
   5.21279,   6.30244,   6.38905,   7.07982,   9.23448,   2.54518,   7.99696,   3.12961,   8.07808,   8.57262,  64.54104
   5.52159,   9.43386,   9.32509,   7.44415,   2.57549,   3.29194,   0.33593,   8.64073,   3.29246,   9.64101,  59.50225
   3.89665,   7.49896,   8.59934,   3.15311,   2.68257,   2.24344,   1.94557,   7.05835,   2.61889,   0.26698,  39.96385
   3.46331,   3.87658,   2.12262,   2.22902,   9.45159,   6.81286,   6.10574,   9.03986,   2.95722,   7.47850,  53.53729
   6.14848,   1.71090,   9.18008,   6.17853,   3.25685,   3.40424,   8.11454,   3.84140,   4.61487,   6.03490,  52.48479
   1.84425,   7.09107,   7.42468,   0.38186,   7.05802,   2.25608,   1.64190,   7.69312,   8.44999,   6.64889,  50.48986
   8.97246,   9.76876,   4.79560,   7.19781,   6.91492,   9.78707,   1.66595,   6.99032,   5.59697,   7.15822,  68.84809
   2.70678,   0.30939,   5.28287,   9.19052,   9.70367,   7.75893,   6.94451,   8.33383,   8.64003,   3.95418,  62.82471
   9.06149,   7.81968,   3.07222,   5.17432,   5.42081,   6.31594,   4.13395,   3.90686,   2.49394,   4.61161,  52.01082
   9.13142,   6.04372,   1.24097,   1.54774,   2.68476,   8.30364,   3.91131,   7.02236,   8.35101,   4.13583,  52.37277
   4.18913,   2.19502,   1.26004,   1.13959,   3.94547,   8.40223,   3.82606,   1.35511,   7.06140,   8.37114,  41.74520
   5.41172,   8.88178,   2.73943,   2.80399,   5.85466,   1.80598,   4.82937,   1.58352,   4.72897,   3.91913,  42.55854
   7.08209,   5.06386,   5.13295,   1.34905,   6.36461,   2.16867,   3.22947,   9.91238,   8.28463,   0.83428,  49.42199
   5.36891,   0.85282,   3.63975,   8.78878,   5.28936,   0.86449,   3.06349,   2.54688,   5.58257,   5.85006,  41.84711
   6.63361,   1.26951,   3.01344,   0.22868,   6.65538,   6.68423,   9.44332,   6.49144,   5.84438,   0.03834,  46.30234
   8.10211,   5.09020,   9.94948,   4.35283,   0.26231,   8.28051,   6.50082,   3.91357,   2.73095,   5.21814,  54.40092
   6.31402,   1.89122,   1.38874,   8.63026,   0.63249,   0.09497,   3.60565,   8.36654,   3.13627,   4.43432,  38.49450
   6.82218,   7.53288,   5.41167,   5.72782,   3.17023,   7.45704,   1.78140,   1.03929,   9.62908,   5.58292,  54.15452
   7.61762,   9.67373,   0.60393,   7.75697,   2.92045,   8.00629,   0.76281,   5.91717,   1.19000,   5.72262,  50.17160
   7.09556,   7.05154,   9.75012,   3.48155,   6.50356,   0.05890,   1.45999,   0.34172,   0.86843,   6.72361,  43.33501
   3.61029,   9.37434,   6.08928,   2.11624,   8.58212,   6.21322,   4.50670,   6.19562,   2.98279,   5.76902,  55.43962
   2.68220,   5.07270,   1.53405,   6.76645,   5.81517,   7.54483,   2.55291,   5.72268,   2.95582,   7.34855,  47.99534
   1.59134,   9.34491,   8.82629,   7.64006,   6.19476,   2.61779,   8.63474,   7.14474,   0.08538,   9.18744,  61.26746
   3.20640,   8.82747,   7.62585,   6.73077,   3.93958,   5.65572,   7.02706,   8.02714,   8.59106,   9.39299,  69.02405
   0.56652,   6.04173,   4.61600,   3.65642,   5.46336,   4.18049,   5.99825,   0.44197,   2.59513,   7.99157,  41.55145
   1.76308,   4.40388,   3.38550,   3.94133,   4.54491,   3.91127,   3.13148,   2.13409,   5.90443,   9.45218,  42.57215
   7.36381,   0.92131,   3.82797,   3.35335,   6.94288,   0.95395,   3.96397,   0.43252,   9.16108,   7.17226,  44.09310
   0.33460,   4.92037,   6.99439,   4.01524,   3.77780,   1.02123,   1.28162,   2.08435,   0.72034,   6.45997,  31.60991
   2.34871,   9.13999,   1.58194,   9.39736,   0.10523,   8.91585,   5.05285,   2.19137,   2.34544,   7.43124,  48.50998
   7.01095,   6.34941,   2.34608,   7.74350,   3.33104,   2.42063,   6.43102,   6.17136,   2.73772,   8.93223,  53.47394
   5.87173,   0.75487,   0.78209,   0.97108,   8.22318,   0.94253,   2.71600,   5.23445,   1.00984,   6.76833,  33.27408
   1.18239,   3.96417,   0.11494,   1.30269,   8.41396,   1.13932,   9.31766,   2.04898,   6.13928,   9.16829,  42.79167
   8.28494,   4.18793,   3.26790,   7.48229,   2.85070,   9.44825,   0.73697,   2.37102,   8.66609,   2.18933,  49.48543
   6.61238,   8.60060,   9.49070,   0.02555,   5.87085,   3.54271,   0.35948,   6.10575,   0.87760,   3.95088,  45.43650
   3.60398,   7.35351,   8.04268,   4.50639,   1.88331,   3.75370,   4.77674,   7.36257,   4.93702,   8.87497,  55.09488
   1.06243,   4.23166,   9.05647,   7.87521,   7.70436,   5.00099,   0.25718,   2.05914,   6.70235,   6.82341,  50.77319
   8.82946,   5.92225,   1.10409,   4.72490,   7.94180,   3.94285,   3.67781,   8.76976,   9.53042,   8.31565,  62.75899
   7.65954,   7.97827,   6.88900,   2.68961,   4.44970,   4.33893,   2.35630,   2.67936,   5.86359,   8.30130,  53.20559
   5.16071,   6.26854,   7.67546,   7.46965,   5.19619,   0.81124,   3.09737,   7.41976,   3.37450,   4.75419,  51.22760
   0.74710,   2.05763,   5.99240,   4.68697,   2.65848,   7.02611,   2.38129,   9.64459,   9.68652,   8.93238,  53.81347
   8.35162,   2.31866,   7.51851,   4.62984,   0.38656,   4.17009,   6.72362,   7.08268,   3.14090,   0.23581,  44.55829
   9.42406,   4.03061,   4.75922,   2.60346,   0.17491,   9.38130,   8.99800,   9.19142,   5.05198,   2.16792,  55.78288
   0.38630,   9.65192,   5.08585,   7.98099,   9.63774,   4.78240,   4.04306,   6.16696,   6.55021,   7.50209,  61.78753
   3.25671,   3.06189,   6.96078,   5.19578,   0.24646,   9.14375,   5.59980,   2.58348,   3.76422,   6.25065,  46.06353
   1.95095,   5.47640,   9.50096,   7.62252,   0.46297,   9.11575,   0.32674,   7.26188,   2.38406,   4.55167,  48.65391
   8.01919,   6.48614,   0.06917,   9.03697,   7.75309,   0.18308,   1.36952,   3.67717,   6.40696,   2.88641,  45.88771
   2.86685,   6.19887,   6.83780,   3.17878,   6.19026,   3.38448,   3.03188,   2.16462,   3.07804,   5.72420,  42.65577
   9.16086,   1.21116,   3.86952,   2.58252,   2.59187,   4.58579,   8.69920,   8.55461,   0.05082,   0.42848,  41.73482
   4.84399,   4.66888,   0.01740,   5.02654,   6.67858,   7.69630,   7.93980,   7.17410,   3.11865,   0.81627,  47.98050
   3.59425,   0.43273,   1.66429,   8.55600,   5.57722,   5.90714,   5.70279,   5.29402,   6.60513,   4.53764,  47.87120
   0.69478,   8.06074,   1.52070,   0.34919,   1.17890,   4.78331,   3.56032,   3.31376,   2.60311,   6.63520,  32.70000
   3.16649,   4.62870,   2.88860,   0.74812,   8.13397,   5.29890,   0.89931,   5.03422,   4.27402,   3.51026,  38.58259
   7.25328,   6.14985,   2.04814,   4.39257,   9.36608,   4.46921,   4.63444,   6.32054,   9.68818,   8.97512,  63.29740
   2.53319,   2.90392,   9.08697,   2.55764,   9.92997,   2.92157,   9.49020,   2.84714,   2.83534,   2.90909,  48.01502
   7.83657,   6.04475,   9.70569,   7.41939,   3.66431,   5.68014,   6.88944,   7.05658,   5.37148,   7.92931,  67.59766
   6.61181,   4.14742,   1.73595,   9.96312,   6.44309,   4.75903,   6.70781,   9.67146,   7.44634,   8.57595,  66.06197
   3.13333,   2.85377,   6.05143,   6.46068,   3.43242,   5.90626,   8.60810,   2.68575,   4.56750,   0.60260,  44.30183
   6.04519,   1.75980,   8.43355,   0.98099,   1.53465,   9.77502,   3.84071,   2.67395,   9.78954,   2.72473,  47.55812
   2.30817,   5.82746,   7.93381,   9.66512,   0.03224,   7.90474,   3.41191,   2.34452,   6.61869,   1.20014,  47.24680
   1.67896,   8.84670,   9.01460,   7.34854,   1.28658,   9.93061,   5.32464,   0.02996,   4.05295,   4.90725,  52.42078
   0.12041,   0.54191,   0.14598,   4.13801,   5.39397,   8.29231,   1.44711,   9.45946,   1.19843,   2.88413,  33.62173
   3.93467,   2.42757,   4.81902,   3.46348,   6.99887,   1.27812,   0.93505,   1.49550,   5.18839,   4.98356,  35.52423
   1.18270,   6.30762,   8.65642,   4.60960,   0.10503,   4.83321,   3.31509,   3.00801,   0.83077,   9.49172,  42.34016
   4.86573,   1.52210,   1.92679,   6.65850,   2.72550,   7.02140,   6.42063,   3.13584,   3.31711,   3.59283,  41.18642
   0.53072,   5.10214,   9.89361,   4.84144,   0.08056,   7.61029,   0.56385,   5.45605,   8.38916,   8.83364,  51.30147
   3.27011,   7.35587,   9.56495,   2.54979,   6.88747,   3.23493,   6.12422,   2.19166,   6.19482,   6.22136,  53.59518
   3.81237,   5.74743,   7.08471,   5.13858,   9.61767,   7.27359,   3.97134,   2.58687,   9.67925,   9.77558,  64.68738
   4.30752,   7.61705,   4.22318,   1.97072,   6.30912,   9.36834,   4.23317,   0.28873,   5.81491,   5.36754,  49.50027
   0.90710,   4.12273,   2.62528,   9.74648,   0.59830,   4.83087,   7.63202,   3.21813,   6.75804,   0.43895,  40.87790
   6.42542,   5.45176,   1.98647,   3.71960,   0.18245,   2.15148,   6.30850,   2.92915,   9.95266,   9.90894,  49.01644
   3.23504,   9.38281,   0.39171,   2.58273,   8.35559,   0.38464,   9.65877,   8.45861,   1.67661,   0.55940,  44.68591
   0.28079,   6.88888,   3.30325,   2.89986,   7.42531,   6.35864,   9.37849,   3.68225,   6.58114,   7.21778,  54.01638
   1.30071,   5.33388,   9.98909,   8.55792,   1.51657,   4.61743,   2.12894,   1.93745,   0.91349,   4.31729,  40.61277
   8.18606,   1.31995,   4.34840,   1.03194,   9.78872,   2.70130,   4.67882,   7.28997,   2.79481,   5.54224,  47.68219
   7.05900,   2.05121,   4.05032,   9.30905,   4.17742,   6.43513,   9.06318,   6.30075,   0.06026,   4.19709,  52.70340
   0.38534,   5.55726,   8.45092,   8.88680,   8.56308,   9.63206,   6.45329,   7.68928,   9.42110,   2.32972,  67.36884
   9.13694,   9.11880,   9.86375,   7.14454,   5.18685,   7.42663,   3.03103,   8.07774,   6.17759,   6.96741,  72.13129
   9.12939,   8.85627,   4.75889,   1.38081,   9.82706,   6.92874,   7.86335,   5.92070,   8.96357,   0.94963,  64.57841
   2.78481,   0.63808,   7.84433,   9.70332,   9.54300,   6.29003,   9.87481,   1.97583,   4.89502,   6.35680,  59.90600
   0.91975,   9.43179,   7.66692,   4.74331,   7.52051,   7.46537,   3.60078,   0.77110,   3.91188,   9.61767,  55.64909
   2.24484,   9.37044,   3.55933,   2.99460,   0.99568,   0.05454,   6.31496,   5.42327,   8.64145,   7.39645,  46.99557
   3.80506,   8.65888,   8.73897,   6.13583,   3.60262,   0.88821,   5.32191,   7.47313,   5.80446,   8.56188,  58.99095
   0.60943,   8.91339,   3.06856,   4.31334,   3.52651,   0.32696,   6.29396,   9.12677,   5.37897,   8.91267,  50.47056
   8.96766,   1.22533,   8.64050,   0.38956,   9.32537,   0.30474,   7.10860,   3.44850,   7.56689,   7.94322,  54.92037
   1.05709,   0.35632,   1.98919,   8.65934,   4.50441,   8.36055,   9.20167,   1.46799,   6.95147,   1.57068,  44.11871
   6.94586,   3.90136,   6.63088,   7.99811,   7.80964,   9.20774,   0.57003,   4.12241,   2.63647,   6.70730,  56.52980
   4.83852,   9.74876,   3.75235,   1.93159,   3.90325,   8.66768,   2.22009,   7.76024,   2.38267,   8.25037,  53.45551
   9.61515,   9.39515,   5.74184,   3.20337,   3.22287,   4.71579,   6.40543,   2.62738,   0.32963,   3.75372,  49.01032
   2.19417,   6.69970,   4.02070,   9.78811,   1.50970,   2.97571,   8.29400,   5.08301,   1.74745,   5.53215,  47.84470
   1.04895,   8.48469,   2.09408,   3.49383,   2.40033,   9.05584,   0.69002,   0.94651,   7.71923,   6.92871,  42.86220
   7.00732,   5.59072,   7.52697,   8.88037,   7.06428,   1.19975,   4.90131,   4.94207,   5.64117,   8.03733,  60.79128
   7.21154,   7.54252,   3.89806,   0.53950,   2.37881,   2.38077,   6.30556,   0.56378,   2.62995,   9.28614,  42.73664
   7.71987,   8.27364,   7.72530,   1.94263,   8.94744,   1.90903,   7.40315,   3.72169,   5.73617,   0.23828,  53.61721
   4.10187,   3.51987,   7.82266,   3.50090,   8.71993,   4.62724,   4.30787,   2.84356,   7.99428,   7.24861,  54.68678
   6.38152,   9.40153,   1.70557,   4.63669,   1.27112,   4.80393,   9.29566,   0.00226,   4.45483,   6.59600,  48.54911
   2.28176,   6.28710,   8.75502,   8.38294,   3.91367,   6.35173,   7.50751,   5.39641,   4.17321,   2.71992,  55.76927
   5.05751,   7.13036,   0.47600,   1.20965,   7.70935,   6.66947,   9.52715,   0.10748,   2.79146,   5.01052,  45.68895
   5.47311,   6.88412,   2.54141,   1.18403,   3.24520,   7.05483,   3.73371,   4.64395,   6.56738,   8.00280,  49.33057
   4.42674,   1.67115,   5.26486,   8.94691,   7.53833,   5.64016,   4.11911,   5.76642,   9.94337,   4.57329,  57.89035
   9.81681,   4.45734,   2.82701,   7.52513,   3.36395,   6.65032,   3.70778,   1.85600,   7.82217,   1.64684,  49.67334
   1.31665,   4.49879,   0.32490,   9.90954,   2.82645,   2.44361,   2.52965,   9.46843,   6.91882,   7.86387,  48.10071
   5.98464,   9.35878,   0.25263,   1.39514,   3.73789,   2.80148,   0.54076,   1.52997,   4.31527,   2.20860,  32.12517
   3.97208,   3.07186,   3.79664,   4.09822,   4.57637,   7.98716,   7.80517,   1.87517,   0.95129,   7.58200,  45.71596
   2.70548,   9.20321,   8.11467,   6.21228,   0.32877,   7.88220,   4.34023,   8.55342,   0.39847,   3.68177,  51.42050
   3.22517,   1.07224,   0.31713,   7.17797,   1.59488,   7.34537,   4.45712,   4.94249,   3.52742,   8.48039,  42.14017
   8.17806,   8.33620,   4.95490,   4.38148,   9.48985,   2.34452,   6.93520,   9.33204,   7.85202,   0.76402,  62.56830
   2.68693,   8.17335,   3.35845,   5.00128,   1.93630,   4.78769,   3.48121,   5.06344,   5.03832,   0.12914,  39.65611
   2.32670,   4.01479,   7.80644,   9.77409,   7.08226,   5.27194,   7.81978,   3.58122,   2.39339,   3.67459,  53.74520
   4.49539,   7.24304,   2.15454,   8.62606,   1.58354,   9.60015,   7.23896,   5.51649,   0.08513,   2.11050,  48.65379
   2.05230,   8.38533,   1.06528,   3.30485,   5.85985,   4.26934,   9.14695,   7.06056,   8.38323,   2.81171,  52.33941
   3.98649,   7.87046,   6.72290,   8.64153,   8.36792,   1.67392,   7.40418,   1.17127,   4.10371,   3.48577,  53.42814
   0.77946,   4.59178,   3.26046,   3.42226,   9.00889,   6.85619,   7.21629,   6.86859,   8.63651,   5.65239,  56.29282
   8.08352,   9.17190,   6.11588,   8.82346,   7.87449,   3.36079,   4.90754,   9.17876,   5.07635,   1.56366,  64.15635
   0.13497,   1.21631,   1.80705,   6.97921,   0.00598,   3.66489,   9.12232,   4.76010,   6.88729,   7.93916,  42.51727
   2.50782,   5.01975,   4.39056,   0.65412,   3.57127,   4.81824,   2.70005,   1.39515,   3.90870,   5.62866,  34.59432
   7.99207,   0.42116,   5.67961,   5.07193,   0.71738,   7.08035,   2.52312,   6.91090,   4.43999,   7.02663,  47.86316
   5.82100,   7.90037,   6.88888,   1.49338,   8.51174,   8.44636,   1.74806,   8.18332,   9.77985,   6.96513,  65.73808
   1.06288,   3.20061,   0.65928,   3.51279,   2.78274,   3.78281,   9.31679,   9.54263,   0.97103,   7.44750,  42.27907
   3.78562,   4.63043,   0.11006,   6.24184,   6.69937,   4.07004,   1.28680,   6.42545,   3.40026,   2.38446,  39.03433
   2.33277,   4.50808,   3.25270,   5.53581,   4.73678,   7.68370,   3.46172,   6.86246,   4.28613,   0.80483,  43.46500
   2.11683,   1.27017,   3.05199,   4.42763,   8.90676,   8.54179,   7.77725,   2.14818,   8.58464,   5.57977,  52.40501
   1.06621,   3.32535,   8.06579,   2.77158,   0.01962,   6.67909,   1.04898,   3.29269,   2.70536,   5.37107,  34.34575
   6.37270,   2.73491,   1.42364,   5.03322,   0.01388,   3.12260,   7.96745,   7.92721,   6.81072,   6.52192,  47.92826
   9.43097,   8.99965,   4.91851,   2.68509,   1.40087,   2.34724,   9.14833,   5.76008,   0.20878,   0.57264,  45.47215
   3.98183,   8.93080,   8.61583,   8.01219,   2.31574,   8.79000,   0.36073,   8.59754,   3.65037,   8.19609,  61.45111
   4.54502,   2.56894,   4.42782,   8.67282,   8.64860,   0.22907,   6.94995,   1.42186,   6.59808,   0.72719,  44.78934
   1.62619,   0.77581,   5.97247,   0.24430,   3.08896,   8.68178,   8.51067,   9.03174,   6.83499,   2.21955,  46.98647
   1.53482,   8.05619,   7.45091,   3.03402,   5.84598,   2.22476,   6.15083,   9.77299,   5.82527,   7.01190,  56.90766
   7.35985,   6.13952,   3.49149,   2.31607,   0.16880,   2.53611,   4.12907,   5.55247,   1.61068,   3.42027,  36.72434
   9.84646,   4.41054,   6.70492,   7.40367,   8.04351,   6.60052,   0.44984,   3.43711,   9.27295,   8.97176,  65.14128
   9.97989,   5.00675,   2.37007,   6.83271,   9.10402,   5.09047,   5.48890,   3.96786,   3.97640,   9.82236,  61.63943
   3.23321,   0.04082,   8.40999,   5.03732,   5.86947,   9.39742,   6.46051,   6.58492,   5.47055,   3.18110,  53.68531
   2.16272,   2.36002,   0.85203,   3.53590,   5.92630,   5.23827,   6.16725,   2.04119,   9.41589,   8.54065,  46.24022
