x1,y1
   1.97618,  42.12325
   0.92522,  12.47427
   1.87057,  38.34519
   0.19968,   2.31736
   0.86681,  11.34501
   1.31811,  21.48996
   1.32914,  21.77850
   0.81712,  10.42700
   1.15351,  17.41221
   1.83059,  36.96125
   0.51366,   5.67902
   0.40607,   4.34953
   0.23430,   2.61063
   0.44193,   4.77209
   1.47296,  25.72172
   1.78637,  35.46075
   0.98835,  13.75643
   0.01375,   1.07025
   1.30450,  21.13638
   1.75979,  34.57372
   1.48997,  26.21004
   1.35348,  22.42264
   0.06858,   1.38050
   1.79725,  35.82695
   1.03876,  14.82601
   1.68032,  31.98937
   1.18319,  18.11543
   1.39230,  23.46938
   0.16696,   2.05783
   0.66179,   7.81261
   0.40827,   4.37482
   1.69020,  32.30531
   1.32054,  21.55331
   0.33476,   3.57033
   1.95206,  41.24444
   0.61923,   7.16369
   0.74144,   9.10508
   0.27904,   3.01810
   0.49036,   5.37541
   1.74395,  34.05078
   0.84380,  10.91504
   0.43887,   4.73524
   0.29840,   3.20430
   1.24068,  19.51766
   1.55132,  28.00939
   0.92357,  12.44170
   1.81959,  36.58519
   0.60916,   7.01437
   1.99360,  42.76369
   0.75952,   9.41262
   1.43883,  24.75601
   1.55062,  27.98853
   1.76348,  34.69628
   0.22836,   2.55901
   0.63887,   7.45952
   1.55434,  28.09943
   0.25206,   2.76858
   0.61930,   7.16475
   1.92341,  40.21328
   0.17559,   2.12457
   0.94470,  12.86307
   0.01841,   1.09478
   0.57842,   6.56867
   0.57755,   6.55627
   0.25356,   2.78214
   1.50948,  26.77573
   0.35442,   3.77703
   1.52807,  27.32033
   0.73612,   9.01550
   0.29379,   3.15949
   1.94964,  41.15690
   0.27950,   3.02245
   0.84603,  10.95623
   0.77773,   9.72756
   0.29224,   3.14448
   1.68964,  32.28716
   1.93359,  40.57819
   0.64840,   7.60544
   0.59079,   6.74617
   1.07781,  15.68238
   0.15804,   1.99002
   0.80948,  10.28939
   0.32484,   3.46841
   1.85721,  37.87998
   0.36909,   3.93529
   0.14169,   1.86907
   1.76426,  34.72225
   0.61773,   7.14145
   0.72240,   8.78693
   1.66996,  31.65991
   0.38736,   4.13721
   1.52987,  27.37341
   1.77012,  34.91717
   0.98564,  13.69999
   0.34158,   3.64132
   0.36387,   3.87859
   1.22089,  19.02915
   1.69920,  32.59418
   0.85688,  11.15837
   1.18866,  18.24662
   0.61250,   7.06381
   1.90661,  39.61441
   0.17722,   2.13735
   0.51040,   5.63607
   0.68351,   8.15498
   0.27122,   2.94456
   1.46410,  25.46919
   0.52469,   5.82589
   1.32325,  21.62417
   0.63144,   7.34695
   0.86547,  11.31960
   1.13312,  16.93738
   0.82670,  10.60099
   0.04675,   1.25123
   0.06484,   1.35782
   0.12044,   1.71822
   1.39475,  23.53641
   1.99351,  42.76004
   1.36700,  22.78438
   0.64262,   7.51683
   0.49563,   5.44337
   0.95251,  13.02071
   0.73795,   9.04624
   1.33304,  21.88114
   0.41247,   4.42337
   1.75579,  34.44138
   0.99902,  13.97952
   0.46305,   5.03058
   1.15320,  17.40501
   1.05651,  15.21233
   1.58767,  29.10379
   1.57520,  28.72601
   1.22620,  19.15949
   1.44491,  24.92675
   0.16670,   2.05577
   0.66148,   7.80786
   0.91177,  12.20950
   0.18734,   2.21744
   1.29744,  20.95409
   0.03799,   1.20152
   0.17407,   2.11273
   0.77201,   9.62805
   1.88909,  38.99489
   1.82223,  36.67537
   0.72536,   8.83592
   0.07017,   1.39024
   0.21372,   2.43400
   1.07117,  15.53511
   0.00736,   1.03721
   0.68297,   8.14639
   0.98218,  13.62831
   0.02039,   1.10529
   0.61798,   7.14514
   1.25087,  19.77168
   1.03358,  14.71411
   1.03618,  14.77025
   1.44990,  25.06727
   1.84038,  37.29786
   0.51092,   5.64286
   0.77192,   9.62640
   0.70058,   8.42941
   1.75534,  34.42630
   1.35945,  22.58208
   0.77443,   9.67002
   0.53552,   5.97192
   1.58317,  28.96716
   0.49645,   5.45391
   0.07546,   1.42282
   1.28670,  20.67837
   1.07391,  15.59575
   1.45981,  25.34746
   1.70236,  32.69616
   0.28733,   3.09710
   1.60293,  29.56968
   0.78944,   9.93297
   1.84322,  37.39581
   1.29145,  20.80009
   1.37416,  22.97719
   0.97948,  13.57248
   1.84272,  37.37860
   0.00194,   1.00973
   0.59841,   6.85680
   1.79267,  35.67261
   1.14338,  17.17554
   0.33211,   3.54294
   0.90309,  12.04010
   1.12902,  16.84254
   0.08206,   1.46420
   0.29791,   3.19955
   1.54311,  27.76513
   0.05306,   1.28782
   0.07214,   1.40230
   0.72024,   8.75112
   0.18247,   2.17870
   0.17083,   2.08759
   0.55810,   6.28235
   1.46194,  25.40790
   0.18784,   2.22145
   0.52238,   5.79500
   1.98543,  42.46246
   1.06716,  15.44652
   1.82780,  36.86595
   1.02926,  14.62127
   0.94670,  12.90336
   1.33109,  21.82981
   0.34332,   3.65960
   1.46660,  25.54044
   0.88878,  11.76327
   0.88633,  11.71621
   0.35084,   3.73888
   0.40581,   4.34652
   0.63220,   7.35838
   0.77689,   9.71288
   0.18848,   2.22658
   0.99978,  13.99542
   0.45660,   4.95082
   1.11576,  16.53818
   0.49355,   5.41647
   1.82194,  36.66550
   0.33139,   3.53552
   1.77853,  35.19804
   0.48309,   5.28251
   1.39045,  23.41916
   1.95117,  41.21244
   0.77733,   9.72064
   1.39970,  23.67174
   0.95729,  13.11774
   1.26157,  20.04044
   0.68108,   8.11640
   1.22543,  19.14069
   1.40377,  23.78344
   0.05269,   1.28566
   0.38177,   4.07485
   1.54399,  27.79125
   1.73287,  33.68720
   1.86719,  38.22715
   0.02927,   1.15319
   1.73828,  33.86448
   0.93862,  12.74109
   0.79171,   9.97299
   0.93212,  12.61145
   0.30003,   3.22028
   0.41448,   4.44674
   0.34397,   3.66635
   0.70474,   8.49697
   0.02297,   1.11905
   1.60490,  29.63016
   0.15709,   1.98284
   1.55132,  28.00936
   1.46109,  25.38370
   0.96403,  13.25490
   1.89692,  39.27105
   0.61618,   7.11835
   1.89613,  39.24303
   1.73418,  33.72995
   1.49343,  26.30972
   0.11268,   1.66495
   1.94655,  41.04510
   0.35788,   3.81407
   1.79272,  35.67433
   0.49672,   5.45739
   1.70454,  32.76647
   0.62604,   7.26561
   1.60661,  29.68274
   1.31849,  21.49990
   1.93699,  40.70039
   1.89659,  39.25942
   0.39871,   4.26526
   0.62484,   7.24762
   1.23491,  19.37469
   0.89573,  11.89739
   0.05188,   1.28092
   0.38283,   4.08664
   0.27684,   2.99733
   1.98395,  42.40826
   1.67842,  31.92875
   1.57589,  28.74696
   1.21571,  18.90211
   1.90559,  39.57816
   0.27662,   2.99529
   0.64491,   7.55185
   0.71071,   8.59441
   0.95734,  13.11860
   0.62101,   7.19035
   1.10968,  16.39959
   1.02717,  14.57650
   0.78434,   9.84316
   0.37116,   3.95789
   0.50150,   5.51953
   0.53622,   5.98137
   1.05862,  15.25851
   1.63211,  30.47073
   1.34263,  22.13442
   1.47443,  25.76362
   1.78404,  35.38273
   0.29871,   3.20738
   0.05134,   1.27777
   1.66626,  31.54276
   1.30604,  21.17615
   1.22896,  19.22754
   0.88170,  11.62771
   1.51980,  27.07740
   1.83731,  37.19228
   0.82935,  10.64931
   1.34110,  22.09397
   0.35661,   3.80041
   0.23405,   2.60847
   0.16586,   2.04941
   0.25628,   2.80682
   0.78898,   9.92477
   0.37050,   3.95064
   0.05994,   1.32846
   1.44070,  24.80840
   1.50654,  26.69010
   0.28198,   3.04602
   0.19454,   2.27550
   1.93694,  40.69842
   1.14146,  17.13078
   0.88011,  11.59730
   0.53978,   6.02984
   1.87575,  38.52641
   1.95182,  41.23592
   1.43433,  24.62995
   1.90667,  39.61643
   0.30505,   3.26965
   1.30489,  21.14638
   1.46738,  25.56251
   1.67929,  31.95672
   1.58598,  29.05247
   1.05002,  15.07036
   1.15356,  17.41343
   1.28907,  20.73892
   0.37594,   4.01034
   0.99795,  13.95697
   0.85740,  11.16809
   0.05049,   1.27287
   1.17643,  17.95394
   1.52360,  27.18889
   0.09743,   1.56310
   0.29694,   3.19012
   1.89276,  39.12407
   1.72182,  33.32644
   1.60718,  29.70008
   0.37756,   4.02820
   1.94696,  41.06002
   1.86957,  38.31025
   1.43778,  24.72647
   0.95822,  13.13664
   1.65820,  31.28808
   1.05001,  15.07028
   1.46297,  25.43706
   1.69934,  32.59866
   0.63003,   7.32560
   1.14582,  17.23228
   0.61551,   7.10836
   0.30332,   3.25261
   1.32446,  21.65575
   1.34785,  22.27283
   0.77120,   9.61393
   1.76418,  34.71961
   1.58810,  29.11699
   1.11139,  16.43842
   1.23788,  19.44814
   1.29884,  20.99001
   0.31827,   3.40170
   0.11529,   1.68280
   0.04577,   1.24563
   1.75534,  34.42657
   0.86638,  11.33688
   0.16354,   2.03170
   0.18017,   2.16055
   1.71210,  33.01078
   1.33998,  22.06415
   0.90961,  12.16713
   1.10756,  16.35122
   0.72647,   8.85443
   0.02967,   1.15538
   1.68718,  32.20859
   0.48240,   5.27370
   0.80749,  10.25373
   0.98806,  13.75043
   1.15052,  17.34226
   0.57495,   6.51931
   1.25013,  19.75319
   1.68013,  31.98324
   0.64167,   7.50228
   0.71506,   8.66574
   0.45053,   4.87650
   1.21888,  18.97965
   0.00163,   1.00817
   0.88079,  11.61034
   0.45366,   4.91481
   0.25075,   2.75674
   0.71637,   8.68729
   1.59145,  29.21903
   0.84771,  10.98743
   1.97795,  42.18808
   0.01679,   1.08623
   1.53381,  27.48965
   0.98657,  13.71937
   1.27775,  20.44992
   0.54480,   6.09846
   1.56798,  28.50849
   1.17519,  17.92442
   0.37388,   3.98772
   0.42639,   4.58646
   0.86322,  11.27721
   0.60588,   6.96608
   0.03518,   1.18579
   0.21410,   2.43720
   0.89249,  11.83478
   1.63836,  30.66571
   0.92117,  12.39420
   1.43545,  24.66151
   0.96339,  13.24183
   0.62095,   7.18932
   1.66579,  31.52766
   0.13745,   1.83838
   0.97466,  13.47297
   0.81564,  10.40041
   1.88281,  38.77393
   1.44099,  24.81662
   0.48236,   5.27317
   1.53854,  27.62964
   1.90519,  39.56390
   0.59878,   6.86220
   1.47638,  25.81955
   1.53179,  27.43000
   0.92031,  12.37733
   0.97693,  13.51969
   1.73288,  33.68740
   1.80641,  36.13699
   0.78141,   9.79181
   0.09212,   1.52848
   0.61281,   7.06833
   0.59609,   6.82303
   0.85373,  11.09958
   0.56624,   6.39627
   1.13222,  16.91642
   0.62720,   7.28300
   1.81876,  36.55676
   1.60595,  29.66225
   1.05887,  15.26394
   0.25574,   2.80190
   0.27948,   3.02227
   1.40315,  23.76629
   0.54248,   6.06663
   1.05885,  15.26351
   0.08846,   1.50492
   0.09742,   1.56299
   1.57811,  28.81413
   1.40293,  23.76046
   1.77244,  34.99450
   1.85703,  37.87348
   0.27787,   3.00704
   0.00136,   1.00680
   0.36858,   3.92968
   0.67090,   7.95536
   0.50961,   5.62570
   1.64668,  30.92586
   0.73839,   9.05379
   0.83874,  10.82150
   1.33445,  21.91824
   0.90925,  12.16019
   1.05346,  15.14546
   1.25329,  19.83226
   0.65529,   7.71170
   0.51997,   5.76277
   0.26204,   2.85948
   0.04472,   1.23962
   0.56314,   6.35272
   1.07670,  15.65785
   1.34816,  22.28118
   1.26635,  20.16083
   1.27837,  20.46558
   1.21031,  18.77043
   0.10105,   1.58692
   1.83102,  36.97612
   0.56603,   6.39324
   1.57710,  28.78357
   0.57510,   6.52143
   0.32681,   3.48850
   0.27279,   2.95929
   0.39958,   4.27525
   1.95708,  41.42682
   0.19628,   2.28958
   1.17751,  17.97985
   0.67671,   8.04711
   1.54083,  27.69740
   0.77697,   9.71424
   0.12728,   1.76603
   0.71102,   8.59942
   0.27532,   2.98304
   0.35130,   3.74380
   0.43558,   4.69570
   1.87311,  38.43400
   1.64243,  30.79273
   0.16848,   2.06945
   0.76591,   9.52252
   1.01439,  14.30395
   0.53623,   5.98146
   1.62460,  30.23756
   0.94571,  12.88358
   0.98277,  13.64063
   0.29931,   3.21323
   1.28785,  20.70770
   1.36479,  22.72522
   0.83175,  10.69318
   1.19873,  18.48936
   1.86417,  38.12183
   1.71436,  33.08415
   1.33667,  21.97684
   1.06710,  15.44517
   1.23624,  19.40739
   1.11999,  16.63501
   1.28341,  20.59430
   1.47992,  25.92102
   0.12744,   1.76712
   1.65689,  31.24684
   0.99555,  13.90669
   1.74643,  34.13223
   1.31118,  21.30941
   0.45902,   4.98063
   1.04581,  14.97872
   0.58275,   6.63057
   0.75823,   9.39051
   0.28362,   3.06165
   1.73459,  33.74350
   1.81165,  36.31487
   0.40495,   4.33657
   0.08032,   1.45318
   0.50615,   5.58028
   0.49324,   5.41244
   0.45041,   4.87494
   0.18399,   2.19074
   0.58604,   6.67780
   0.86396,  11.29119
   0.30567,   3.27580
   1.39715,  23.60207
   1.75135,  34.29443
   0.16798,   2.06563
   1.51828,  27.03282
   1.62911,  30.37757
   1.07414,  15.60098
   1.34399,  22.17046
   0.96203,  13.21416
   0.41011,   4.39604
   1.41096,  23.98121
   1.86637,  38.19847
   1.35479,  22.45758
   0.17966,   2.15655
   0.80677,  10.24082
   1.66627,  31.54308
   1.44704,  24.98668
   1.06114,  15.31378
   1.48534,  26.07666
   0.73637,   9.01980
   1.69878,  32.58075
   1.77397,  35.04545
   1.15243,  17.38694
   1.24560,  19.64011
   1.05338,  15.14387
   0.79970,  10.11468
   0.80868,  10.27512
   0.60206,   6.91013
   0.15376,   1.95792
   0.97933,  13.56934
   1.67777,  31.90807
   1.66463,  31.49115
   1.24182,  19.54613
   1.84213,  37.35822
   0.07931,   1.44684
   0.68800,   8.22677
   1.52777,  27.31142
   1.31269,  21.34871
   1.34580,  22.21846
   0.11051,   1.65022
   1.77821,  35.18715
   1.72362,  33.38501
   1.38217,  23.19409
   0.86539,  11.31824
   0.96165,  13.20644
   1.14318,  17.17068
   0.52974,   5.89376
   0.95071,  12.98429
   1.79861,  35.87306
   0.56732,   6.41137
   1.69655,  32.50915
   1.16507,  17.68435
   0.57573,   6.53039
   1.76085,  34.60889
   0.14079,   1.86254
   0.00122,   1.00609
   0.34047,   3.62966
   1.10561,  16.30712
   1.35403,  22.43738
   1.57855,  28.82723
   0.41187,   4.41647
   0.54234,   6.06471
   1.31420,  21.38793
   0.35531,   3.78656
   1.50504,  26.64641
   0.02348,   1.12180
   1.89219,  39.10418
   1.47803,  25.86663
   0.98588,  13.70509
   1.30076,  21.03969
   1.30007,  21.02193
   0.94069,  12.78273
   1.29024,  20.76899
   0.37987,   4.05376
   1.76200,  34.64699
   1.82326,  36.71046
   0.04829,   1.26013
   0.19329,   2.26532
   0.18792,   2.22212
   1.11798,  16.58885
   1.48326,  26.01677
   1.84496,  37.45570
   0.53219,   5.92671
   0.03811,   1.20218
   1.84218,  37.35995
   0.37499,   3.99984
   1.66820,  31.60420
   0.40315,   4.31596
   1.27361,  20.34482
   0.24726,   2.72543
   1.47569,  25.79979
   0.20002,   2.32013
   0.19827,   2.30582
   1.47407,  25.75330
   1.75340,  34.36215
   0.80598,  10.22665
   1.60816,  29.73023
   1.14381,  17.18548
   0.75296,   9.30037
   1.85032,  37.64103
   0.51382,   5.68119
   0.23631,   2.62828
   1.50567,  26.66458
   1.95043,  41.18560
   1.73374,  33.71561
   1.49553,  26.37064
   0.26000,   2.84076
   0.35449,   3.77770
   0.81216,  10.33758
   1.69105,  32.33254
   0.83768,  10.80209
   1.94213,  40.88569
   0.76957,   9.58581
   1.29091,  20.78614
   1.26736,  20.18631
   1.42851,  24.46771
   0.31643,   3.38315
   1.95901,  41.49672
   0.95628,  13.09719
   0.42228,   4.53795
   0.80018,  10.12322
   1.56362,  28.37744
   0.22441,   2.52495
   0.59951,   6.87280
   0.58435,   6.65352
   1.41884,  24.19912
   1.10793,  16.35973
   1.98159,  42.32151
   1.54561,  27.83923
   1.51086,  26.81587
   0.22193,   2.50368
   0.81093,  10.31548
   1.33719,  21.99064
   0.39507,   4.22395
   0.13919,   1.85098
   1.20587,  18.66224
   0.92543,  12.47858
   0.49574,   5.44473
   0.93439,  12.65669
   1.62927,  30.38263
   1.74379,  34.04536
   0.46427,   5.04567
   1.97069,  41.92224
   0.21649,   2.45739
   0.49276,   5.40626
   0.72242,   8.78714
   0.69111,   8.27666
   0.88401,  11.67186
   1.92279,  40.19083
   1.26601,  20.15236
   0.20656,   2.37414
   0.81155,  10.32660
   1.05118,  15.09572
   1.82220,  36.67414
   0.74426,   9.15261
   0.14153,   1.86792
   1.61369,  29.90028
   1.11536,  16.52895
   1.31203,  21.33147
   1.03232,  14.68707
   0.11942,   1.71120
   1.78720,  35.48863
   1.30531,  21.15728
   0.17566,   2.12513
   1.91828,  40.02995
   1.04858,  15.03913
   1.67257,  31.74286
   0.53213,   5.92592
   0.73365,   8.97418
   0.46901,   5.10487
   1.47758,  25.85378
   0.57206,   6.47836
